"path","filename","lat","lon","Target_types"
"Data/Aveiro/Rewilded/P7150085.JPG","P7150085.JPG",NA,NA,"mud"
"Data/Aveiro/Rewilded/P7150086.JPG","P7150086.JPG",NA,NA,"Unimpacted"
"Data/Aveiro/Rewilded/P7150087.JPG","P7150087.JPG",NA,NA,"Unimpacted"
"Data/Aveiro/Rewilded/P7150088.JPG","P7150088.JPG",NA,NA,"Unimpacted"
"Data/Aveiro/Rewilded/P7150089.JPG","P7150089.JPG",NA,NA,"mud"
"Data/Aveiro/Rewilded/P7150090.JPG","P7150090.JPG",NA,NA,"mud"
"Data/Aveiro/Rewilded/P7150091.JPG","P7150091.JPG",NA,NA,"mud"
"Data/Aveiro/Rewilded/P7160092.JPG","P7160092.JPG",NA,NA,"mud"
"Data/Aveiro/Rewilded/P7160093.JPG","P7160093.JPG",NA,NA,"mud"
"Data/Aveiro/Rewilded/P7160094.JPG","P7160094.JPG",NA,NA,"Unimpacted"
"Data/Aveiro/Rewilded/P7160095.JPG","P7160095.JPG",NA,NA,"Unimpacted"
"Data/Aveiro/Rewilded/P7160096.JPG","P7160096.JPG",NA,NA,"Unimpacted"
"Data/Aveiro/Rewilded/P7160102.JPG","P7160102.JPG",NA,NA,"Unimpacted"
"Data/Aveiro/Rewilded/P7160103.JPG","P7160103.JPG",NA,NA,"mud"
"Data/Aveiro/Rewilded/P7160104.JPG","P7160104.JPG",NA,NA,"mud"
"Data/Aveiro/Rewilded/P7160112.JPG","P7160112.JPG",NA,NA,"Unimpacted"
"Data/Aveiro/Rewilded/P7160113.JPG","P7160113.JPG",NA,NA,"Unimpacted"
