Wavelength	10H00007.asd
325	 3.49194425650038E-05 
326	 3.18948567955144E-06 
327	 2.74399809714012E-06 
328	 4.16153511949254E-05 
329	 3.44397188167452E-05 
330	 1.94958836283396E-05 
331	 3.12008940972555E-05 
332	 3.2251582035648E-05 
333	 1.97715034220716E-05 
334	-2.45682220625238E-06 
335	-1.11085187682836E-06 
336	 2.49870461247271E-05 
337	 1.45108481206637E-05 
338	 7.89735794334769E-06 
339	 4.17843377193317E-05 
340	 3.90225629325461E-05 
341	 4.78950190456684E-06 
342	-1.86201562155135E-05 
343	-2.01568433738295E-05 
344	 3.09612451533885E-06 
345	 3.42871630612747E-05 
346	 6.0482400274564E-05 
347	 7.11306793177921E-05 
348	 6.99185893924455E-05 
349	 5.91900114280385E-05 
350	 3.78822828271915E-05 
351	 3.37574335536394E-05 
352	 5.19557067999988E-05 
353	 4.88235765477643E-05 
354	 3.13562386871327E-05 
355	 1.29071021808239E-05 
356	 1.77068505245023E-05 
357	 3.84648912877872E-05 
358	 3.42832296614292E-05 
359	 3.09427420187667E-05 
360	 4.06673016247414E-05 
361	 5.00390331039306E-05 
362	 5.81130394902325E-05 
363	 6.58242395852949E-05 
364	 7.55424828415457E-05 
365	 8.08511912668081E-05 
366	 5.3246407421481E-05 
367	 4.3012158400402E-05 
368	 7.71449626996886E-05 
369	 7.12682868286951E-05 
370	 4.194018086192E-05 
371	 4.30432463207418E-05 
372	 4.03792177008236E-05 
373	 3.29284489557071E-05 
374	 5.96165064930709E-05 
375	 8.31370105235212E-05 
376	 7.31260798174785E-05 
377	 6.50535914630744E-05 
378	 6.6987278097136E-05 
379	 8.34383412736004E-05 
380	 9.37547650910734E-05 
381	 9.06135286922778E-05 
382	 8.26370900927407E-05 
383	 7.11332259931929E-05 
384	 5.84696836247491E-05 
385	 7.20913041530942E-05 
386	 1.03053249848548E-04 
387	 1.16090930177175E-04 
388	 1.11889375703112E-04 
389	 9.63954410540554E-05 
390	 1.08870018885483E-04 
391	 1.25357486215283E-04 
392	 1.12342507892196E-04 
393	 1.26133093180899E-04 
394	 1.61841474277012E-04 
395	 1.63874807008482E-04 
396	 1.58352499761675E-04 
397	 1.60235569828651E-04 
398	 1.66855349222526E-04 
399	 1.74476507435591E-04 
400	 1.77582938799073E-04 
401	 1.75447240703365E-04 
402	 1.76638249085781E-04 
403	 2.14461989413872E-04 
404	 2.47373803639181E-04 
405	 2.47754478533843E-04 
406	 2.65149381501063E-04 
407	 2.93741762265352E-04 
408	 3.03313976679989E-04 
409	 3.25306013769178E-04 
410	 3.67537571840317E-04 
411	 4.1571112742924E-04 
412	 4.63048142430523E-04 
413	 5.05308474624483E-04 
414	 5.75153083262573E-04 
415	 6.64415053535611E-04 
416	 7.30757655248502E-04 
417	 8.17077079520197E-04 
418	 9.41055075621771E-04 
419	 1.08316548443451E-03 
420	 1.24250780334245E-03 
421	 1.41956860967036E-03 
422	 1.62296968372634E-03 
423	 1.85773258476371E-03 
424	 2.12764988875512E-03 
425	 2.42700855801663E-03 
426	 2.75458270769827E-03 
427	 3.12836268342902E-03 
428	 3.54991573314026E-03 
429	 4.01585970513534E-03 
430	 4.52630477885115E-03 
431	 5.08499562440172E-03 
432	 5.70310438856145E-03 
433	 6.38333417552407E-03 
434	 7.1287303979791E-03 
435	 7.9353537135683E-03 
436	 8.80707811901407E-03 
437	 9.75393345328875E-03 
438	 1.07751109852672E-02 
439	 1.18638294260207E-02 
440	 1.29936673681277E-02 
441	 1.41411328803786E-02 
442	 1.52814388180447E-02 
443	 1.63677927904104E-02 
444	 0.017342592675845 
445	 1.81239187112467E-02 
446	 1.86619513389967E-02 
447	 1.89131484526707E-02 
448	 1.88672540671116E-02 
449	 0.018519950911578 
450	 1.78640012379917E-02 
451	 1.69628974914958E-02 
452	 1.58872738643972E-02 
453	 1.47672985845237E-02 
454	 1.36357270900587E-02 
455	 0.012523352082397 
456	 1.14817334006535E-02 
457	 1.05427880339161E-02 
458	 9.7373302673281E-03 
459	 9.04428550455996E-03 
460	 8.44556158372312E-03 
461	 7.90650612600631E-03 
462	 7.42102373264909E-03 
463	 6.98843027554755E-03 
464	 6.57922553401118E-03 
465	 6.18141934074733E-03 
466	 5.79127970637992E-03 
467	 5.42578495009383E-03 
468	 5.09681706802697E-03 
469	 4.78620352144152E-03 
470	 4.50028934036325E-03 
471	 4.25540930899197E-03 
472	 4.05251540323171E-03 
473	 3.88879145501966E-03 
474	 3.7465018111906E-03 
475	 3.63276586828084E-03 
476	 3.55540325666994E-03 
477	 3.49779597368568E-03 
478	 3.45691528690945E-03 
479	 3.43751458295564E-03 
480	 3.43588088512792E-03 
481	 3.44653761312693E-03 
482	 3.45188937252713E-03 
483	 3.45790391220035E-03 
484	 3.47684323823889E-03 
485	 3.5081734894416E-03 
