Wavelength	10H00006.asd
325	 1.16354889957211E-05 
326	 8.63301492405761E-06 
327	 1.79740631370352E-05 
328	 3.42279576049764E-05 
329	 3.63663102889296E-05 
330	 3.44150740077569E-05 
331	 3.65630646430458E-05 
332	 2.31380821082298E-05 
333	 2.45242101541854E-06 
334	 1.54368311530784E-06 
335	-1.50090828018071E-06 
336	-9.22288393701875E-06 
337	 3.92807748602549E-07 
338	 2.19277884204803E-05 
339	 4.7027704131659E-05 
340	 3.63045707856835E-05 
341	 4.66615811915896E-06 
342	 3.43117782910073E-06 
343	 9.10710879198182E-06 
344	 1.77575952305211E-05 
345	 5.11244386677447E-05 
346	 7.77635361085954E-05 
347	 6.74654607754448E-05 
348	 6.41681225112513E-05 
349	 6.70351805990032E-05 
350	 4.82951449244241E-05 
351	 3.71150965880645E-05 
352	 4.29446968552067E-05 
353	 4.5401389198617E-05 
354	 4.19258961224098E-05 
355	 3.19979435534222E-05 
356	 3.16389930193852E-05 
357	 4.16598143623403E-05 
358	 5.589774368784E-05 
359	 5.22804545703703E-05 
360	 2.60144102962618E-05 
361	 3.09172963706081E-05 
362	 5.54552066226717E-05 
363	 7.39052847083954E-05 
364	 7.65179801227714E-05 
365	 6.32276144851241E-05 
366	 4.35955379419869E-05 
367	 4.60071514619227E-05 
368	 8.19276812429222E-05 
369	 7.01772787649043E-05 
370	 3.71807476163522E-05 
371	 5.55648423162087E-05 
372	 5.41469153770381E-05 
373	 3.02881509366544E-05 
374	 7.06281680464328E-05 
375	 1.06632981751416E-04 
376	 8.13763306787893E-05 
377	 4.83643405376097E-05 
378	 3.31246140159635E-05 
379	 7.28191210484689E-05 
380	 9.72316954767238E-05 
381	 8.70736085954296E-05 
382	 8.98689739052099E-05 
383	 9.40609074610272E-05 
384	 8.60397435405415E-05 
385	 8.13116953243127E-05 
386	 8.46701637258497E-05 
387	 1.01983438854756E-04 
388	 1.08861607657214E-04 
389	 1.00474865925295E-04 
390	 1.19531311682126E-04 
391	 1.39382442833137E-04 
392	 1.23371791203807E-04 
393	 1.29835226865282E-04 
394	 1.58160060084558E-04 
395	 1.61953643278748E-04 
396	 1.6429872976927E-04 
397	 1.76370777542011E-04 
398	 1.82393715454411E-04 
399	 1.8456023549099E-04 
400	 1.88922840817647E-04 
401	 1.94828167886091E-04 
402	 2.03330074182054E-04 
