Wavelength	12H00005.asd
325	 5.35127247449577E-05 
326	 6.98058765681013E-05 
327	 8.07452086110338E-05 
328	 8.47991443251952E-05 
329	 1.05234370413726E-04 
330	 1.16854002429603E-04 
331	 9.77218632403893E-05 
332	 7.7224244046534E-05 
333	 5.96759837359811E-05 
334	 4.07911152958785E-05 
335	 2.77233637221403E-05 
336	 2.68874012538034E-05 
337	 5.43030794043189E-05 
338	 7.94772590001623E-05 
339	 7.53073731005823E-05 
340	 7.60146035951055E-05 
341	 7.29594169982341E-05 
342	 2.56703686059978E-05 
343	 4.63808086165683E-06 
344	 3.09439187920404E-05 
345	 6.70355756015994E-05 
346	 9.91994532134875E-05 
347	 1.16877084792203E-04 
348	 1.04010884129691E-04 
349	 7.47093312190703E-05 
350	 6.84638220971986E-05 
351	 7.39147575339997E-05 
352	 8.33260113610464E-05 
353	 8.02839966977608E-05 
354	 6.76067925593591E-05 
355	 5.09204422741278E-05 
356	 5.11208132481763E-05 
357	 6.68091757436208E-05 
358	 8.04086572621781E-05 
359	 8.14845706626437E-05 
360	 6.71653023668929E-05 
361	 6.22684939034108E-05 
362	 6.38083004983456E-05 
363	 6.23225643076944E-05 
364	 7.36443887114665E-05 
365	 9.25899251754966E-05 
366	 8.60704161831794E-05 
367	 8.20741346399866E-05 
368	 9.59573270905286E-05 
369	 8.57727976573988E-05 
370	 6.0978947006256E-05 
371	 4.90980559496565E-05 
372	 4.82649789550983E-05 
373	 6.03803724839387E-05 
374	 9.48694815335967E-05 
375	 1.14401341921705E-04 
376	 9.0010840784207E-05 
377	 6.27723841040749E-05 
378	 5.07679217328014E-05 
379	 7.80623451201657E-05 
380	 9.12632320267017E-05 
381	 7.80275093061821E-05 
382	 8.64789036397992E-05 
383	 9.39887781987896E-05 
384	 7.71124951324376E-05 
385	 8.22247442004329E-05 
386	 1.0752603846156E-04 
387	 1.25994785239716E-04 
388	 1.27382476767002E-04 
389	 1.12469436451361E-04 
390	 1.20083468126281E-04 
391	 1.35569433488412E-04 
392	 1.36476246987339E-04 
393	 1.42986340692535E-04 
394	 1.5640101465572E-04 
395	 1.66220673201514E-04 
396	 1.77477202494018E-04 
397	 1.91644086340136E-04 
398	 2.00880738957702E-04 
399	 2.02714478487168E-04 
400	 1.94123472480766E-04 
401	 1.96895662804062E-04 
402	 2.15908302147731E-04 
403	 2.43993501070325E-04 
404	 2.67457731080449E-04 
405	 2.78022312339914E-04 
406	 2.98234220885956E-04 
407	 3.24630588466544E-04 
408	 3.41040562337887E-04 
409	 3.67571564880231E-04 
410	 4.07828271237051E-04 
411	 4.43620310044887E-04 
412	 4.86511182228713E-04 
413	 5.48645169156975E-04 
414	 6.3060774047494E-04 
415	 7.23203245213454E-04 
416	 8.01305261257265E-04 
417	 8.91169411293079E-04 
418	 1.00739149391392E-03 
419	 1.15576712558087E-03 
420	 1.33218601092581E-03 
421	 1.5294176128291E-03 
422	 1.75293331927119E-03 
423	 2.00591644633889E-03 
424	 2.28947704650595E-03 
425	 2.60873052680368E-03 
426	 2.9681154005167E-03 
427	 3.36828174378036E-03 
428	 3.81837178235977E-03 
429	 4.33469743556373E-03 
430	 4.88905966437893E-03 
431	 5.48089844563375E-03 
432	 6.14434122939076E-03 
