Wavelength	9H00008.asd
325	 5.35134456103933E-05 
326	 4.77938639585326E-05 
327	 2.4669041312188E-05 
328	 5.23776212764272E-06 
329	 4.07883686679986E-06 
330	-4.89031175087396E-06 
331	-3.97769039149258E-05 
332	-2.89744673357202E-05 
333	 1.00670969871139E-05 
334	 1.13570539820061E-05 
335	-1.16477672521808E-05 
336	-4.24687802922676E-05 
337	-2.53170929583191E-05 
338	 1.52038068978466E-05 
339	 5.07607199826463E-05 
340	 4.91465297042761E-05 
341	 1.55606547582572E-05 
342	-2.98103248087926E-05 
343	-3.35856766647419E-05 
344	 1.40959575322935E-05 
345	 4.93671976852975E-05 
346	 6.22200097293726E-05 
347	 5.00955309708213E-05 
348	 4.50869511513267E-05 
349	 4.53751492519345E-05 
350	 2.22488617774845E-05 
351	 2.11784188507161E-05 
352	 5.28140784474762E-05 
353	 6.46426746058573E-05 
354	 5.49944768975711E-05 
355	 2.84481248790809E-05 
356	 1.2536469838602E-05 
357	 1.60640371728558E-05 
358	 4.42974533667734E-05 
359	 6.30654107695296E-05 
360	 5.56992687162256E-05 
361	 4.67874486627392E-05 
362	 4.04801731031518E-05 
363	 3.80634532313949E-05 
364	 4.01281386718652E-05 
365	 4.45992678451902E-05 
366	 4.03805909999892E-05 
367	 5.38596552147149E-05 
368	 9.42829529494121E-05 
369	 8.16623455332761E-05 
370	 3.80706445415727E-05 
371	 2.49332621712107E-05 
372	 2.6013061100995E-05 
373	 3.8805627120153E-05 
374	 7.02221918483839E-05 
375	 8.5268564062806E-05 
376	 5.85810227047179E-05 
377	 5.02703421904195E-05 
378	 6.09108590372041E-05 
379	 6.58487686367959E-05 
380	 7.12741596838943E-05 
381	 7.76316425876467E-05 
382	 8.34810699105021E-05 
383	 8.2390465322711E-05 
384	 6.95483591583189E-05 
385	 7.54417871695623E-05 
386	 9.46439353448898E-05 
387	 9.54827471787593E-05 
388	 9.60427181007149E-05 
389	 1.01782069512929E-04 
390	 1.00281303287058E-04 
391	 9.46351722617278E-05 
392	 8.99694696869733E-05 
393	 1.02000977489041E-04 
394	 1.2810059949348E-04 
395	 1.51002222925898E-04 
396	 1.59768376761468E-04 
397	 1.52228024161765E-04 
398	 1.65037933863314E-04 
399	 1.82638743337111E-04 
400	 1.72987024656064E-04 
401	 1.72297843786526E-04 
402	 1.88627697636821E-04 
403	 2.13523672054529E-04 
404	 2.31220662415722E-04 
405	 2.33239152098029E-04 
406	 2.56839656364791E-04 
407	 2.90406903279352E-04 
408	 2.95895861787893E-04 
409	 3.1438313708859E-04 
410	 3.54964652143206E-04 
411	 3.9138931656633E-04 
412	 4.33595985212838E-04 
413	 4.92117422253037E-04 
414	 5.5603280580966E-04 
415	 6.23109049296291E-04 
416	 6.9200748705587E-04 
417	 7.71236029483776E-04 
418	 8.6840484689901E-04 
419	 9.98036644647795E-04 
420	 0.00115217997935 
421	 1.31782990431471E-03 
422	 1.50764949622047E-03 
423	 1.72541508031988E-03 
424	 1.96985140414761E-03 
425	 2.23862700194686E-03 
426	 2.5336791734626E-03 
427	 2.87988765921863E-03 
428	 3.27346866823711E-03 
429	 3.69978432381346E-03 
430	 4.1643570353058E-03 
431	 4.67216510758819E-03 
432	 5.23254440190395E-03 
433	 5.85260488271184E-03 
434	 6.53874974691315E-03 
435	 7.27617926707647E-03 
436	 8.06785765839818E-03 
437	 8.92613166745651E-03 
438	 9.85973842696074E-03 
439	 1.08643349579014E-02 
440	 1.18990657624849E-02 
441	 1.29421475846594E-02 
442	 1.39728689688368E-02 
443	 1.49635715229136E-02 
444	 0.015863549005194 
445	 1.65894379624618E-02 
446	 1.70891094272214E-02 
447	 1.73195016648506E-02 
448	 1.72853147153176E-02 
449	 1.69809387764953E-02 
450	 1.63922897791598E-02 
451	 1.55820522680787E-02 
452	 1.46127636117178E-02 
453	 1.35884891706862E-02 
454	 1.25541347965234E-02 
455	 1.15514860214824E-02 
456	 1.05963489849126E-02 
457	 9.7218208135532E-03 
458	 8.98387286464988E-03 
459	 8.35068675752429E-03 
460	 7.80107135173831E-03 
461	 7.30782004984714E-03 
462	 6.86372660080981E-03 
463	 6.46554537946211E-03 
464	 6.08423670105711E-03 
465	 5.71309984675464E-03 
466	 5.36661088825651E-03 
467	 5.03780663420025E-03 
468	 4.72408190083157E-03 
469	 4.44025023863824E-03 
470	 4.18668644460238E-03 
471	 3.95666400440629E-03 
472	 3.76898946051664E-03 
473	 3.62400019938479E-03 
474	 3.48961716446178E-03 
475	 3.38076130398583E-03 
476	 3.31336174671436E-03 
477	 3.25097843793693E-03 
478	 3.19769937530799E-03 
479	 3.19120886124509E-03 
480	 3.19536999622417E-03 
481	 3.19275541304556E-03 
482	 3.20160905997742E-03 
483	 3.21805294721793E-03 
484	 3.23340350077769E-03 
485	 3.26199277147252E-03 
486	 3.30254197637843E-03 
487	 3.33437849421583E-03 
488	 3.36707192395699E-03 
489	 3.40913422074611E-03 
490	 3.46377724013321E-03 
491	 3.52634164792991E-03 
492	 3.58569910529152E-03 
493	 3.64471718442316E-03 
494	 3.70127292095168E-03 
495	 3.73981805423802E-03 
496	 3.78251515613862E-03 
497	 3.85554633097813E-03 
498	 3.91847558106707E-03 
499	 3.96232368988384E-03 
500	 3.99166756325093E-03 
501	 4.02093485862752E-03 
502	 4.06091700401116E-03 
503	 0.004121760513581 
504	 4.18165507060219E-03 
505	 4.20034359927894E-03 
506	 4.21170860414213E-03 
507	 4.22924949493358E-03 
508	 4.26024811602614E-03 
509	 4.2919910826574E-03 
510	 4.31244831253429E-03 
511	 4.33450497692637E-03 
512	 4.35517665422592E-03 
513	 4.35867023110876E-03 
514	 4.36651111178923E-03 
515	 4.38693256454602E-03 
516	 4.40451690651121E-03 
517	 4.41466298048728E-03 
518	 4.41327773781015E-03 
519	 4.41981878901608E-03 
520	 4.43624195670817E-03 
521	 4.44810234122286E-03 
522	 4.45644313582002E-03 
523	 0.004462846110295 
524	 4.47384469244586E-03 
525	 4.48678076212728E-03 
526	 4.49233561708199E-03 
527	 4.50085586609789E-03 
528	 4.51414933156439E-03 
529	 4.52062335936092E-03 
530	 4.52589752993309E-03 
531	 4.53770633678563E-03 
532	 4.55199538332367E-03 
533	 4.56510487638512E-03 
534	 4.56836725189005E-03 
535	 4.57286528724466E-03 
536	 4.58507303275921E-03 
537	 4.59701410889721E-03 
538	 4.60821782880636E-03 
539	 4.62069651738697E-03 
540	 4.62713366119755E-03 
