Wavelength	10H00009.asd
325	-2.28629681549031E-05 
326	 1.05551274160909E-05 
327	 2.46097698756273E-05 
328	 1.30799718043644E-05 
329	 3.75078536612279E-06 
330	-4.58046421287359E-06 
331	-1.28083584758861E-05 
332	-1.47485460818413E-05 
333	-1.50327931374403E-05 
334	-2.75236702534934E-05 
335	-3.73639282842591E-05 
336	-3.58602850125012E-05 
337	-1.23285188546005E-05 
338	 2.12918577943858E-05 
339	 5.13657450701989E-05 
340	 3.97775907768824E-05 
341	-1.52141423441664E-06 
342	-3.73098701940615E-05 
343	-2.27386078777657E-05 
344	 4.08675922541532E-05 
345	 5.1441692408213E-05 
346	 3.90239811047301E-05 
347	 4.14064277780232E-05 
348	 4.02486272926668E-05 
349	 3.38142133841926E-05 
350	 2.27455272426993E-05 
351	 1.90766785390127E-05 
352	 2.51054783349926E-05 
353	 2.16571867144359E-05 
354	 1.45630669825001E-05 
355	 1.27284164422682E-05 
356	 6.67281843717607E-06 
357	 1.43490795494138E-07 
358	 1.03036244859381E-05 
359	 2.09513887891655E-05 
360	 2.47209150730308E-05 
361	 3.53268420027408E-05 
362	 4.46910168068818E-05 
363	 3.88442659109169E-05 
364	 4.31714107153069E-05 
365	 5.74040096558244E-05 
366	 5.37276949259763E-05 
367	 5.33459967153048E-05 
368	 6.70321080577958E-05 
369	 5.4221158019398E-05 
370	 3.47459290167745E-05 
371	 5.72061604132106E-05 
372	 6.07791949885036E-05 
373	 3.868673280488E-05 
374	 4.8074170991474E-05 
375	 5.97991039454261E-05 
376	 5.05827510109645E-05 
377	 6.03572005015756E-05 
378	 8.33116563058821E-05 
379	 9.27109252066949E-05 
380	 9.14660651042894E-05 
381	 8.31527121795505E-05 
382	 8.50565472831248E-05 
383	 8.54456288975873E-05 
384	 7.27565326048572E-05 
385	 7.71542482755429E-05 
386	 9.32886206912308E-05 
387	 9.11704879923886E-05 
388	 8.47458119699394E-05 
389	 8.12808995720331E-05 
390	 8.67633365235384E-05 
391	 9.88870620016923E-05 
392	 1.13823414066457E-04 
393	 1.34587284586746E-04 
394	 1.52660179981711E-04 
395	 1.40917589144862E-04 
396	 1.3166716929896E-04 
397	 1.42540765931387E-04 
398	 1.58322876836392E-04 
399	 1.70351853015291E-04 
400	 1.68130377542962E-04 
401	 1.69965123863841E-04 
402	 1.81975611174169E-04 
403	 2.05396801147776E-04 
404	 2.28387461070531E-04 
405	 2.43351676574808E-04 
406	 2.66762234925939E-04 
407	 2.95017652325477E-04 
408	 3.14495574118532E-04 
409	 3.41657985137572E-04 
410	 3.78895142989535E-04 
411	 4.09087429981747E-04 
412	 4.4364952799734E-04 
413	 4.94862475993978E-04 
414	 5.69276934043772E-04 
415	 6.58692471112996E-04 
416	 7.37868356326476E-04 
417	 8.25450317540859E-04 
418	 9.33204275412719E-04 
419	 1.07487296352931E-03 
420	 1.24196143999195E-03 
421	 1.42062349082462E-03 
422	 1.62712613154247E-03 
423	 1.86504149621076E-03 
424	 2.12762156214708E-03 
425	 2.42243953209652E-03 
426	 2.75513851271563E-03 
427	 3.12327888085225E-03 
428	 3.53629306136364E-03 
429	 4.01104821961466E-03 
430	 4.5276160150021E-03 
431	 5.08421967686585E-03 
432	 5.69716790592572E-03 
433	 6.37495665473194E-03 
434	 7.12542055265853E-03 
435	 7.93729487790538E-03 
436	 8.81218065436215E-03 
437	 9.75893338288249E-03 
438	 1.07774003245044E-02 
439	 1.18618609675735E-02 
440	 1.29894954089898E-02 
441	 1.41366029178538E-02 
442	 1.52775023948436E-02 
443	 1.63719137307117E-02 
444	 1.73569782802717E-02 
445	 1.81286619520455E-02 
446	 1.86515632473119E-02 
447	 1.88933013278644E-02 
448	 1.88513667037219E-02 
449	 1.85128016408848E-02 
450	 1.78500344683765E-02 
451	 1.69570041604206E-02 
452	 1.59041153517685E-02 
453	 1.47726389844804E-02 
454	 1.36258395120406E-02 
455	 1.25244729522357E-02 
456	 1.14777908682217E-02 
457	 1.05220459119712E-02 
458	 9.72262138889675E-03 
459	 0.009039141041083 
460	 8.44440130214548E-03 
461	 7.90257595444372E-03 
462	 7.41408898645075E-03 
463	 6.98764608770631E-03 
464	 6.57405710789529E-03 
465	 6.16360865352465E-03 
466	 5.78050786623221E-03 
467	 5.42077726826918E-03 
468	 5.0834499461548E-03 
469	 4.77568165568694E-03 
470	 4.49950797946313E-03 
471	 4.2547987229527E-03 
472	 4.05054187904389E-03 
473	 3.88627446361526E-03 
474	 3.74376872287677E-03 
475	 3.62855631836954E-03 
476	 3.54709089705645E-03 
477	 3.48905873700815E-03 
478	 3.45068441426979E-03 
479	 3.43118247540333E-03 
480	 3.42574726017919E-03 
481	 3.43008332896893E-03 
482	 3.43902205351572E-03 
483	 3.45294363477914E-03 
484	 3.47343312940679E-03 
485	 3.50936401296131E-03 
486	 3.55554466280892E-03 
487	 3.58189179767996E-03 
488	 3.61153258740575E-03 
489	 3.66322340226951E-03 
490	 3.72879350368473E-03 
491	 3.79910507334119E-03 
492	 3.85825449707802E-03 
493	 3.91136907909426E-03 
494	 3.96192555986871E-03 
495	 4.01847409047125E-03 
496	 4.08089950259997E-03 
497	 4.14775103876105E-03 
498	 4.20673483767745E-03 
499	 4.25675857164967E-03 
500	 4.30587062475566E-03 
501	 4.35211275317883E-03 
502	 4.39501480262137E-03 
503	 4.44117850799568E-03 
504	 4.48499374237242E-03 
505	 4.51556339906275E-03 
506	 4.53631718813114E-03 
507	 4.55349817035682E-03 
508	 4.58825741721056E-03 
509	 4.62283339962759E-03 
510	 4.64017055923837E-03 
