"Wavelength","Value","Spectra","Subdir"
325," 1.25509880989096E-05 ","10H00000",""
326," 3.9357341001532E-05 ","10H00000",""
327," 4.27683827128629E-05 ","10H00000",""
328," 2.40346887490986E-05 ","10H00000",""
329," 2.08947947165354E-05 ","10H00000",""
330," 1.70032764565151E-05 ","10H00000",""
331,"-5.5037847834775E-07 ","10H00000",""
332," 2.73123490303974E-06 ","10H00000",""
333," 1.74146233742512E-05 ","10H00000",""
334," 7.47152309866949E-06 ","10H00000",""
335,"-1.13541764109479E-06 ","10H00000",""
336,"-5.12382440945486E-07 ","10H00000",""
337,"-3.00077473639191E-07 ","10H00000",""
338," 1.01157991186257E-05 ","10H00000",""
339," 3.80833981526937E-05 ","10H00000",""
340," 3.22300146522181E-05 ","10H00000",""
341," 2.5379551777146E-06 ","10H00000",""
342,"-5.79512633047585E-06 ","10H00000",""
343,"-7.05326396834502E-06 ","10H00000",""
344,"-1.48332904652173E-06 ","10H00000",""
345," 2.96792970598471E-05 ","10H00000",""
346," 6.26966034648407E-05 ","10H00000",""
347," 7.35940511809933E-05 ","10H00000",""
348," 6.98852594670152E-05 ","10H00000",""
349," 5.59500690726346E-05 ","10H00000",""
350," 3.40335234408993E-05 ","10H00000",""
351," 3.19331058915332E-05 ","10H00000",""
352," 5.32833821700828E-05 ","10H00000",""
353," 4.36177036711827E-05 ","10H00000",""
354," 2.52206353711501E-05 ","10H00000",""
355," 2.98765408130442E-05 ","10H00000",""
356," 3.29106917331228E-05 ","10H00000",""
357," 3.25131426398999E-05 ","10H00000",""
358," 4.09609732929842E-05 ","10H00000",""
359," 4.4406615226749E-05 ","10H00000",""
360," 3.75234596363481E-05 ","10H00000",""
361," 3.64891488909923E-05 ","10H00000",""
362," 4.19136447261596E-05 ","10H00000",""
363," 5.19772955448717E-05 ","10H00000",""
364," 5.51052824684731E-05 ","10H00000",""
365," 5.09134426549669E-05 ","10H00000",""
366," 5.09310695519081E-05 ","10H00000",""
367," 5.3525979417854E-05 ","10H00000",""
368," 5.66517998727642E-05 ","10H00000",""
369," 5.17041025520144E-05 ","10H00000",""
370," 4.55813883659278E-05 ","10H00000",""
371," 5.45744335934034E-05 ","10H00000",""
372," 4.60174409788412E-05 ","10H00000",""
373," 2.44443898134834E-05 ","10H00000",""
374," 5.63959745415327E-05 ","10H00000",""
375," 8.36697205058031E-05 ","10H00000",""
376," 5.92330772124914E-05 ","10H00000",""
377," 4.42450224524258E-05 ","10H00000",""
378," 4.77041810303148E-05 ","10H00000",""
379," 6.50423146499115E-05 ","10H00000",""
380," 8.11237630637721E-05 ","10H00000",""
381," 8.75813349004869E-05 ","10H00000",""
382," 7.93065265728644E-05 ","10H00000",""
383," 7.23166533359348E-05 ","10H00000",""
384," 8.23073516625924E-05 ","10H00000",""
385," 8.90573273616323E-05 ","10H00000",""
386," 9.20995474815051E-05 ","10H00000",""
387," 1.05259520516842E-04 ","10H00000",""
388," 9.85552937005616E-05 ","10H00000",""
389," 6.99465646186746E-05 ","10H00000",""
390," 8.7403076403663E-05 ","10H00000",""
391," 1.16566838861687E-04 ","10H00000",""
392," 1.08155786235624E-04 ","10H00000",""
393," 1.18251434799434E-04 ","10H00000",""
394," 1.46062514781079E-04 ","10H00000",""
395," 1.50132484753953E-04 ","10H00000",""
396," 1.43735156609186E-04 ","10H00000",""
397," 1.37645704004726E-04 ","10H00000",""
398," 1.54357549732934E-04 ","10H00000",""
399," 1.76741643324134E-04 ","10H00000",""
400," 1.73257516053108E-04 ","10H00000",""
401," 1.79934763775211E-04 ","10H00000",""
402," 2.0168320270314E-04 ","10H00000",""
403," 2.19470403121426E-04 ","10H00000",""
404," 2.29604410429555E-04 ","10H00000",""
405," 2.3238442326305E-04 ","10H00000",""
406," 2.55911184754576E-04 ","10H00000",""
407," 2.9297531611275E-04 ","10H00000",""
408," 3.19281302028999E-04 ","10H00000",""
409," 3.4877719674186E-04 ","10H00000",""
410," 3.84247224682143E-04 ","10H00000",""
411," 4.17655515115173E-04 ","10H00000",""
412," 4.55692323755184E-04 ","10H00000",""
413," 5.05652409093715E-04 ","10H00000",""
414," 5.7781333430171E-04 ","10H00000",""
415," 6.6359590830552E-04 ","10H00000",""
416," 7.32690552439504E-04 ","10H00000",""
417," 8.19510271704428E-04 ","10H00000",""
418," 9.39796811198479E-04 ","10H00000",""
419," 1.0863234267046E-03 ","10H00000",""
420," 1.24934988608104E-03 ","10H00000",""
421," 1.41638177548597E-03 ","10H00000",""
422," 1.61696439743253E-03 ","10H00000",""
423," 1.85784307804924E-03 ","10H00000",""
424," 2.13063913275346E-03 ","10H00000",""
425," 2.42958409544572E-03 ","10H00000",""
426," 2.75364485865241E-03 ","10H00000",""
427," 3.12327584574624E-03 ","10H00000",""
428," 3.54234324079802E-03 ","10H00000",""
429," 4.0114768920997E-03 ","10H00000",""
430," 4.51837601324166E-03 ","10H00000",""
431," 5.06683830524163E-03 ","10H00000",""
432," 5.68668532353748E-03 ","10H00000",""
433," 6.3725129088435E-03 ","10H00000",""
434," 7.11942814274626E-03 ","10H00000",""
435," 7.93285124001868E-03 ","10H00000",""
436," 8.81283069550571E-03 ","10H00000",""
437," 9.75539185584582E-03 ","10H00000",""
438," 1.07714250773292E-02 ","10H00000",""
439," 1.18585041069975E-02 ","10H00000",""
440," 1.29841345421306E-02 ","10H00000",""
441," 1.41251548599375E-02 ","10H00000",""
442," 1.52577769738525E-02 ","10H00000",""
443," 1.63523921154122E-02 ","10H00000",""
444," 1.73444855567912E-02 ","10H00000",""
445," 1.81132522608789E-02 ","10H00000",""
446," 1.86350975789577E-02 ","10H00000",""
447," 1.88842145679423E-02 ","10H00000",""
448," 1.88445489215642E-02 ","10H00000",""
449," 1.85044752831548E-02 ","10H00000",""
450," 1.78433642668461E-02 ","10H00000",""
451," 1.69461757141795E-02 ","10H00000",""
452," 1.58841401382378E-02 ","10H00000",""
453," 1.47552742200103E-02 ","10H00000",""
454," 1.36139756594077E-02 ","10H00000",""
455," 1.25120964856904E-02 ","10H00000",""
456," 0.011469545100231 ","10H00000",""
457," 1.05233359475542E-02 ","10H00000",""
458," 9.73841395323698E-03 ","10H00000",""
459," 9.05430803329565E-03 ","10H00000",""
460," 8.43920920413606E-03 ","10H00000",""
461," 7.89289773366487E-03 ","10H00000",""
462," 7.4115908364593E-03 ","10H00000",""
463," 6.99273257768285E-03 ","10H00000",""
464," 6.58484125968976E-03 ","10H00000",""
465," 6.17574737578191E-03 ","10H00000",""
466," 5.78604381426953E-03 ","10H00000",""
467," 5.42076800725706E-03 ","10H00000",""
468," 5.08442423602891E-03 ","10H00000",""
469," 4.77096796834544E-03 ","10H00000",""
470," 4.48636853294471E-03 ","10H00000",""
471," 4.24213321700902E-03 ","10H00000",""
472," 4.04224915089308E-03 ","10H00000",""
473," 3.88355537801051E-03 ","10H00000",""
474," 3.74272371852148E-03 ","10H00000",""
475," 3.62986340885206E-03 ","10H00000",""
476," 3.55600661792385E-03 ","10H00000",""
477," 3.4992111599081E-03 ","10H00000",""
478," 3.45618754079008E-03 ","10H00000",""
479," 3.43547196761619E-03 ","10H00000",""
480," 3.42536818628022E-03 ","10H00000",""
481," 3.42010452772404E-03 ","10H00000",""
482," 3.4261581322648E-03 ","10H00000",""
483," 3.44440442301606E-03 ","10H00000",""
484," 3.47566275076297E-03 ","10H00000",""
485," 3.50759641976111E-03 ","10H00000",""
486," 3.53799495415477E-03 ","10H00000",""
487," 3.57416530701136E-03 ","10H00000",""
488," 3.61624586793745E-03 ","10H00000",""
489," 3.66475292941954E-03 ","10H00000",""
490," 3.72490236703539E-03 ","10H00000",""
491," 3.79053813633547E-03 ","10H00000",""
492," 3.84587416237569E-03 ","10H00000",""
493," 3.90373006514739E-03 ","10H00000",""
494," 3.96756870875615E-03 ","10H00000",""
495," 4.03008100911202E-03 ","10H00000",""
496," 4.0909903594184E-03 ","10H00000",""
497," 4.1505475148325E-03 ","10H00000",""
498," 4.20343316985316E-03 ","10H00000",""
499," 4.25105454333805E-03 ","10H00000",""
500," 4.30212338733228E-03 ","10H00000",""
501," 4.35106285722354E-03 ","10H00000",""
502," 4.39461692176368E-03 ","10H00000",""
503," 4.43728664360004E-03 ","10H00000",""
504," 4.4750595410254E-03 ","10H00000",""
505," 4.49958719063033E-03 ","10H00000",""
506," 4.5229034302143E-03 ","10H00000",""
507," 4.54880494872906E-03 ","10H00000",""
508," 4.57227821918324E-03 ","10H00000",""
509," 4.60237306021222E-03 ","10H00000",""
510," 4.64547585164682E-03 ","10H00000",""
511," 4.6647568956297E-03 ","10H00000",""
512," 4.66561341067865E-03 ","10H00000",""
513," 4.6830855551359E-03 ","10H00000",""
514," 4.69782897786518E-03 ","10H00000",""
515," 4.70328516825065E-03 ","10H00000",""
516," 4.71242617936863E-03 ","10H00000",""
517," 4.72450613241152E-03 ","10H00000",""
518," 4.73646958526389E-03 ","10H00000",""
519," 4.75581856229162E-03 ","10H00000",""
520," 4.77830584277901E-03 ","10H00000",""
521," 4.78267101420936E-03 ","10H00000",""
522," 4.78260534747093E-03 ","10H00000",""
523," 4.78925651230983E-03 ","10H00000",""
524," 4.80237219636502E-03 ","10H00000",""
525," 4.81723568660539E-03 ","10H00000",""
526," 4.82307369562155E-03 ","10H00000",""
527," 4.82807857905532E-03 ","10H00000",""
528," 4.83471868560286E-03 ","10H00000",""
529," 4.83936714412436E-03 ","10H00000",""
530," 4.84541492724001E-03 ","10H00000",""
531," 4.85718650674934E-03 ","10H00000",""
532," 4.86929279656858E-03 ","10H00000",""
533," 4.88038697627969E-03 ","10H00000",""
534," 4.89189915934046E-03 ","10H00000",""
535," 4.89854223159097E-03 ","10H00000",""
536," 4.89920123132134E-03 ","10H00000",""
537," 4.9123259525837E-03 ","10H00000",""
538," 4.93273903641337E-03 ","10H00000",""
539," 4.94661315278208E-03 ","10H00000",""
540," 4.95368087538303E-03 ","10H00000",""
541," 4.9557413076887E-03 ","10H00000",""
542," 4.96398306327108E-03 ","10H00000",""
543," 4.97366458019624E-03 ","10H00000",""
544," 4.97915886745477E-03 ","10H00000",""
545," 4.97698825571356E-03 ","10H00000",""
546," 4.97167441992366E-03 ","10H00000",""
547," 4.97789778398373E-03 ","10H00000",""
548," 4.98586575005293E-03 ","10H00000",""
549," 4.99038488034798E-03 ","10H00000",""
550," 4.99243405980954E-03 ","10H00000",""
551," 4.99259946376716E-03 ","10H00000",""
552," 4.99213893480654E-03 ","10H00000",""
553," 4.98554686343802E-03 ","10H00000",""
554," 4.97435282974744E-03 ","10H00000",""
555," 4.96970960279708E-03 ","10H00000",""
556," 4.97113396683416E-03 ","10H00000",""
557," 4.97724880838063E-03 ","10H00000",""
558," 4.9739241886002E-03 ","10H00000",""
559," 4.96214485659265E-03 ","10H00000",""
560," 4.95110359145102E-03 ","10H00000",""
561," 4.94368292528839E-03 ","10H00000",""
562," 4.94056544819848E-03 ","10H00000",""
563," 4.93306243904101E-03 ","10H00000",""
564," 4.92435997744487E-03 ","10H00000",""
565," 4.92007907760531E-03 ","10H00000",""
566," 4.90434391105362E-03 ","10H00000",""
567," 4.88071180642359E-03 ","10H00000",""
568," 4.87599033184923E-03 ","10H00000",""
569," 4.87608627406973E-03 ","10H00000",""
570," 4.86990701425446E-03 ","10H00000",""
571," 4.85442236724964E-03 ","10H00000",""
572," 4.83674840372027E-03 ","10H00000",""
573," 4.83483262698661E-03 ","10H00000",""
574," 4.82789800862736E-03 ","10H00000",""
575," 4.80952303870394E-03 ","10H00000",""
576," 4.7894705166246E-03 ","10H00000",""
577," 4.77039697785416E-03 ","10H00000",""
578," 4.75423324878412E-03 ","10H00000",""
579," 4.73457082310301E-03 ","10H00000",""
580," 4.71346289928966E-03 ","10H00000",""
581," 4.70101349510369E-03 ","10H00000",""
582," 4.69488312507889E-03 ","10H00000",""
583," 4.69290477448907E-03 ","10H00000",""
584," 4.68975696125513E-03 ","10H00000",""
585," 4.68467228655076E-03 ","10H00000",""
586," 4.6790603110261E-03 ","10H00000",""
587," 4.66255847117404E-03 ","10H00000",""
588," 4.63771935763791E-03 ","10H00000",""
589," 4.63066958857155E-03 ","10H00000",""
590," 4.62815087980558E-03 ","10H00000",""
591," 4.61644979824785E-03 ","10H00000",""
592," 4.60164120593487E-03 ","10H00000",""
593," 4.58396710459455E-03 ","10H00000",""
594," 4.56067667764416E-03 ","10H00000",""
595," 4.54025166662441E-03 ","10H00000",""
596," 4.52578004125094E-03 ","10H00000",""
597," 4.50669780837923E-03 ","10H00000",""
598," 4.4863947811818E-03 ","10H00000",""
599," 4.47205562922817E-03 ","10H00000",""
600," 4.45015185192621E-03 ","10H00000",""
601," 4.4214125617535E-03 ","10H00000",""
602," 4.40302284682643E-03 ","10H00000",""
603," 4.38804182291288E-03 ","10H00000",""
604," 4.37018654378827E-03 ","10H00000",""
605," 4.34705667670268E-03 ","10H00000",""
606," 4.32150065191586E-03 ","10H00000",""
607," 4.30241148531429E-03 ","10H00000",""
608," 4.28114886263463E-03 ","10H00000",""
609," 4.25659767653852E-03 ","10H00000",""
610," 4.23977142441979E-03 ","10H00000",""
611," 4.22809104129233E-03 ","10H00000",""
612," 4.21704975032394E-03 ","10H00000",""
613," 4.1991658158324E-03 ","10H00000",""
614," 4.17494775209437E-03 ","10H00000",""
615," 4.15558608221757E-03 ","10H00000",""
616," 4.12817876039457E-03 ","10H00000",""
617," 4.08749559674586E-03 ","10H00000",""
618," 4.06633229518283E-03 ","10H00000",""
619," 4.05678650002213E-03 ","10H00000",""
620," 4.03215378785456E-03 ","10H00000",""
621," 4.01652505203249E-03 ","10H00000",""
622," 4.00991350164077E-03 ","10H00000",""
623," 3.97500225938559E-03 ","10H00000",""
624," 3.9351577183967E-03 ","10H00000",""
625," 3.91635261739352E-03 ","10H00000",""
626," 3.8911649780272E-03 ","10H00000",""
627," 3.85893331684019E-03 ","10H00000",""
628," 3.83516733424975E-03 ","10H00000",""
629," 3.81309624679946E-03 ","10H00000",""
630," 3.78932947898181E-03 ","10H00000",""
631," 3.76671357996813E-03 ","10H00000",""
632," 3.7417117091725E-03 ","10H00000",""
633," 3.70771516378535E-03 ","10H00000",""
634," 3.67936486353682E-03 ","10H00000",""
635," 3.6592926590377E-03 ","10H00000",""
636," 3.63746184291004E-03 ","10H00000",""
637," 3.6152021306682E-03 ","10H00000",""
638," 3.59367026319123E-03 ","10H00000",""
639," 3.56997903052357E-03 ","10H00000",""
640," 3.54488700448573E-03 ","10H00000",""
641," 3.52205109225486E-03 ","10H00000",""
642," 3.49687467769243E-03 ","10H00000",""
643," 3.46959698195124E-03 ","10H00000",""
644," 3.45289636556535E-03 ","10H00000",""
645," 3.44006361100325E-03 ","10H00000",""
646," 3.42083704766973E-03 ","10H00000",""
647," 3.40168400810819E-03 ","10H00000",""
648," 3.38251362571952E-03 ","10H00000",""
649," 3.35744243924794E-03 ","10H00000",""
650," 3.3339450445561E-03 ","10H00000",""
651," 3.31656000543123E-03 ","10H00000",""
652," 3.29594195904697E-03 ","10H00000",""
653," 3.2742377445611E-03 ","10H00000",""
654," 3.25985310027086E-03 ","10H00000",""
655," 3.23734959782474E-03 ","10H00000",""
656," 3.2063538289375E-03 ","10H00000",""
657," 3.19130055141019E-03 ","10H00000",""
658," 3.18391209580724E-03 ","10H00000",""
659," 3.17361729665755E-03 ","10H00000",""
660," 3.15727076526011E-03 ","10H00000",""
661," 3.13645474703957E-03 ","10H00000",""
662," 3.11733341445509E-03 ","10H00000",""
663," 3.10596725972714E-03 ","10H00000",""
664," 3.10229642170264E-03 ","10H00000",""
665," 3.07882417680647E-03 ","10H00000",""
666," 3.05342409639022E-03 ","10H00000",""
667," 3.06006047285427E-03 ","10H00000",""
668," 3.0509752443523E-03 ","10H00000",""
669," 3.0218546738977E-03 ","10H00000",""
670," 3.01443021022511E-03 ","10H00000",""
671," 3.0081013554392E-03 ","10H00000",""
672," 2.98742218935696E-03 ","10H00000",""
673," 2.98758776679106E-03 ","10H00000",""
674," 0.002994108188855 ","10H00000",""
675," 2.95278164806695E-03 ","10H00000",""
676," 2.93360651012824E-03 ","10H00000",""
677," 2.95437542796207E-03 ","10H00000",""
678," 2.95437856199534E-03 ","10H00000",""
679," 2.93841853872092E-03 ","10H00000",""
680," 2.91883472505142E-03 ","10H00000",""
681," 2.91517044822547E-03 ","10H00000",""
682," 2.9214910639592E-03 ","10H00000",""
683," 2.89901749769786E-03 ","10H00000",""
684," 2.88256033908997E-03 ","10H00000",""
685," 2.89020122982016E-03 ","10H00000",""
686," 2.88742762492566E-03 ","10H00000",""
687," 2.8766247997659E-03 ","10H00000",""
688," 2.87045378607976E-03 ","10H00000",""
689," 2.86391480107407E-03 ","10H00000",""
690," 2.85712136102387E-03 ","10H00000",""
691," 2.85614454019525E-03 ","10H00000",""
692," 2.85487632806736E-03 ","10H00000",""
693," 2.84797125973423E-03 ","10H00000",""
694," 2.84323704443079E-03 ","10H00000",""
695," 2.84179476486847E-03 ","10H00000",""
696," 2.84367115707314E-03 ","10H00000",""
697," 2.84033837527146E-03 ","10H00000",""
698," 2.83054889255691E-03 ","10H00000",""
699," 2.83069869739876E-03 ","10H00000",""
700," 2.83551414475162E-03 ","10H00000",""
701," 2.83611099807642E-03 ","10H00000",""
702," 2.83116974688861E-03 ","10H00000",""
703," 2.82330815801697E-03 ","10H00000",""
704," 2.82314258600746E-03 ","10H00000",""
705," 2.82514347283834E-03 ","10H00000",""
706," 2.82474361110279E-03 ","10H00000",""
707," 2.81444622037791E-03 ","10H00000",""
708," 2.80385763445522E-03 ","10H00000",""
709," 2.81315878519817E-03 ","10H00000",""
710," 2.8215753008966E-03 ","10H00000",""
711," 2.8228443436212E-03 ","10H00000",""
712," 2.82177771230993E-03 ","10H00000",""
713," 2.81919952565759E-03 ","10H00000",""
714," 2.81601838198617E-03 ","10H00000",""
715," 2.81593365980949E-03 ","10H00000",""
716," 2.81837733728292E-03 ","10H00000",""
717," 2.8201946726886E-03 ","10H00000",""
718," 2.81866150993787E-03 ","10H00000",""
719," 2.81513126779119E-03 ","10H00000",""
720," 2.82586846443528E-03 ","10H00000",""
721," 2.83921701250442E-03 ","10H00000",""
722," 2.83856044861843E-03 ","10H00000",""
723," 2.83655449046062E-03 ","10H00000",""
724," 2.83613110205247E-03 ","10H00000",""
725," 2.83527662554362E-03 ","10H00000",""
726," 2.83842350712869E-03 ","10H00000",""
727," 2.84684442081917E-03 ","10H00000",""
728," 2.84711239016068E-03 ","10H00000",""
729," 2.8424015732285E-03 ","10H00000",""
730," 2.84136221378111E-03 ","10H00000",""
731," 2.84809770912007E-03 ","10H00000",""
732," 2.85955811158584E-03 ","10H00000",""
733," 2.85507276875197E-03 ","10H00000",""
734," 2.85150238715693E-03 ","10H00000",""
735," 2.86337225804362E-03 ","10H00000",""
736," 2.87304829951161E-03 ","10H00000",""
737," 2.87620812102417E-03 ","10H00000",""
738," 2.86949121670532E-03 ","10H00000",""
739," 2.86738637791361E-03 ","10H00000",""
740," 2.87515314251806E-03 ","10H00000",""
741," 2.88543716830914E-03 ","10H00000",""
742," 2.89214167384538E-03 ","10H00000",""
743," 2.88930369113066E-03 ","10H00000",""
744," 2.88739324180937E-03 ","10H00000",""
745," 2.88930038063977E-03 ","10H00000",""
746," 2.89531245406069E-03 ","10H00000",""
747," 2.90082537225804E-03 ","10H00000",""
748," 2.90387025440585E-03 ","10H00000",""
749," 2.91241111261086E-03 ","10H00000",""
750," 2.91801490080883E-03 ","10H00000",""
751," 2.90600084241328E-03 ","10H00000",""
752," 2.90423406929902E-03 ","10H00000",""
753," 2.91622488241224E-03 ","10H00000",""
754," 2.9221285966755E-03 ","10H00000",""
755," 2.9286594224764E-03 ","10H00000",""
756," 2.94014589558644E-03 ","10H00000",""
757," 2.94861422021353E-03 ","10H00000",""
758," 2.95304995871072E-03 ","10H00000",""
759," 2.95357835916994E-03 ","10H00000",""
760," 2.95771603230763E-03 ","10H00000",""
761," 2.96467418026771E-03 ","10H00000",""
762," 2.95641541654855E-03 ","10H00000",""
763," 2.94939235019213E-03 ","10H00000",""
764," 2.95911969128713E-03 ","10H00000",""
765," 2.96729416575109E-03 ","10H00000",""
766," 2.97063421442994E-03 ","10H00000",""
767," 2.97029795779598E-03 ","10H00000",""
768," 2.97007972796748E-03 ","10H00000",""
769," 2.97243433922961E-03 ","10H00000",""
770," 2.9793777608513E-03 ","10H00000",""
771," 2.98845208918626E-03 ","10H00000",""
772," 2.99649835389649E-03 ","10H00000",""
773," 2.99777719580908E-03 ","10H00000",""
774," 2.99611000385248E-03 ","10H00000",""
775," 3.00836420409932E-03 ","10H00000",""
776," 3.01681194682142E-03 ","10H00000",""
777," 3.01323415048144E-03 ","10H00000",""
778," 3.0103074768327E-03 ","10H00000",""
779," 3.01075909725423E-03 ","10H00000",""
780," 3.0161675266058E-03 ","10H00000",""
781," 3.02466178801473E-03 ","10H00000",""
782," 3.03249326801467E-03 ","10H00000",""
783," 3.02933010194425E-03 ","10H00000",""
784," 3.02543039664872E-03 ","10H00000",""
785," 3.02858616615957E-03 ","10H00000",""
786," 3.04375072005658E-03 ","10H00000",""
787," 3.05695263666003E-03 ","10H00000",""
788," 3.0417290397626E-03 ","10H00000",""
789," 3.03542667832937E-03 ","10H00000",""
790," 3.04497888167081E-03 ","10H00000",""
791," 3.04621881002686E-03 ","10H00000",""
792," 3.04932372304691E-03 ","10H00000",""
793," 3.06144828316684E-03 ","10H00000",""
794," 3.06464642450611E-03 ","10H00000",""
795," 3.0610685183389E-03 ","10H00000",""
796," 3.06088078493114E-03 ","10H00000",""
797," 3.06793923758052E-03 ","10H00000",""
798," 3.0821547577615E-03 ","10H00000",""
799," 3.09563945587757E-03 ","10H00000",""
800," 0.003100693799186 ","10H00000",""
801," 3.09152824086491E-03 ","10H00000",""
802," 3.08391223363737E-03 ","10H00000",""
803," 3.0810281006413E-03 ","10H00000",""
804," 3.08150710687193E-03 ","10H00000",""
805," 3.08431175179326E-03 ","10H00000",""
806," 3.0880624170601E-03 ","10H00000",""
807," 3.08940325844158E-03 ","10H00000",""
808," 3.0892467645787E-03 ","10H00000",""
809," 3.08901831860578E-03 ","10H00000",""
810," 3.09091741977859E-03 ","10H00000",""
811," 3.09700429719268E-03 ","10H00000",""
812," 3.11228611026075E-03 ","10H00000",""
813," 3.12359760080983E-03 ","10H00000",""
814," 3.12547058277614E-03 ","10H00000",""
815," 3.12498406548603E-03 ","10H00000",""
816," 3.12604092798449E-03 ","10H00000",""
817," 3.13214533616263E-03 ","10H00000",""
818," 3.13012328378234E-03 ","10H00000",""
819," 3.12185329928889E-03 ","10H00000",""
820," 3.12210741679395E-03 ","10H00000",""
821," 3.12189163061931E-03 ","10H00000",""
822," 3.11961972047142E-03 ","10H00000",""
823," 3.13366827108995E-03 ","10H00000",""
824," 3.14552283356258E-03 ","10H00000",""
825," 3.13000383930493E-03 ","10H00000",""
826," 3.12348547239225E-03 ","10H00000",""
827," 3.13060996163999E-03 ","10H00000",""
828," 3.13482543790602E-03 ","10H00000",""
829," 3.14561419149493E-03 ","10H00000",""
830," 3.1631295470301E-03 ","10H00000",""
831," 3.15712967797117E-03 ","10H00000",""
832," 3.14563756623767E-03 ","10H00000",""
833," 3.15719589624004E-03 ","10H00000",""
834," 3.16324533508261E-03 ","10H00000",""
835," 3.16011551764505E-03 ","10H00000",""
836," 3.15924362738836E-03 ","10H00000",""
837," 3.15966854035253E-03 ","10H00000",""
838," 3.16107288425343E-03 ","10H00000",""
839," 3.16254062696572E-03 ","10H00000",""
840," 3.16547199656287E-03 ","10H00000",""
841," 3.17188408163812E-03 ","10H00000",""
842," 3.17456503185277E-03 ","10H00000",""
843," 3.17364828419153E-03 ","10H00000",""
844," 3.17666821333392E-03 ","10H00000",""
845," 3.17727468279846E-03 ","10H00000",""
846," 3.17393051899648E-03 ","10H00000",""
847," 3.1811490515468E-03 ","10H00000",""
848," 3.19302889839149E-03 ","10H00000",""
849," 3.1991852554833E-03 ","10H00000",""
850," 3.19773629597984E-03 ","10H00000",""
851," 3.1893177739776E-03 ","10H00000",""
852," 3.17679616662919E-03 ","10H00000",""
853," 3.17205071117419E-03 ","10H00000",""
854," 3.18036556895755E-03 ","10H00000",""
855," 3.18650689368665E-03 ","10H00000",""
856," 3.19059058872925E-03 ","10H00000",""
857," 3.19535601177568E-03 ","10H00000",""
858," 3.20093342985598E-03 ","10H00000",""
859," 3.20640185051767E-03 ","10H00000",""
860," 3.20872788668341E-03 ","10H00000",""
861," 3.21036283027382E-03 ","10H00000",""
862," 3.21177460275315E-03 ","10H00000",""
863," 3.2072017369288E-03 ","10H00000",""
864," 3.20008640685302E-03 ","10H00000",""
865," 3.19544293989328E-03 ","10H00000",""
866," 3.19211542247776E-03 ","10H00000",""
867," 3.19174503495395E-03 ","10H00000",""
868," 3.19860084279524E-03 ","10H00000",""
869," 3.21048458262673E-03 ","10H00000",""
870," 3.22321852784479E-03 ","10H00000",""
871," 3.2207125002505E-03 ","10H00000",""
872," 3.21608816554983E-03 ","10H00000",""
873," 3.22627604512723E-03 ","10H00000",""
874," 3.22272304132344E-03 ","10H00000",""
875," 3.20809441885109E-03 ","10H00000",""
876," 3.20665803940816E-03 ","10H00000",""
877," 3.21301868573078E-03 ","10H00000",""
878," 3.2232070032666E-03 ","10H00000",""
879," 3.22763002888062E-03 ","10H00000",""
880," 3.2222439836001E-03 ","10H00000",""
881," 3.20614537096589E-03 ","10H00000",""
882," 3.22267415489466E-03 ","10H00000",""
883," 3.25517857438926E-03 ","10H00000",""
884," 3.23588809093431E-03 ","10H00000",""
885," 3.21557468086273E-03 ","10H00000",""
886," 3.21050292623153E-03 ","10H00000",""
887," 3.20058152330364E-03 ","10H00000",""
888," 3.20170100572054E-03 ","10H00000",""
889," 3.22663222549738E-03 ","10H00000",""
890," 3.23836394797688E-03 ","10H00000",""
891," 3.23250299129591E-03 ","10H00000",""
892," 3.21344364078815E-03 ","10H00000",""
893," 3.21438198708341E-03 ","10H00000",""
894," 3.23694968712471E-03 ","10H00000",""
895," 3.2325986991034E-03 ","10H00000",""
896," 3.22066657225177E-03 ","10H00000",""
897," 3.21803287986386E-03 ","10H00000",""
898," 3.22381040348831E-03 ","10H00000",""
899," 3.22517088350777E-03 ","10H00000",""
900," 3.19853784520737E-03 ","10H00000",""
901," 3.18633359231433E-03 ","10H00000",""
902," 3.20048688626494E-03 ","10H00000",""
903," 3.23774029447571E-03 ","10H00000",""
904," 3.25172177024661E-03 ","10H00000",""
905," 3.21942257795931E-03 ","10H00000",""
906," 3.2030259376413E-03 ","10H00000",""
907," 3.20446980903405E-03 ","10H00000",""
908," 3.21418574506018E-03 ","10H00000",""
909," 3.2261473777976E-03 ","10H00000",""
910," 3.23414209278216E-03 ","10H00000",""
911," 3.22978400637625E-03 ","10H00000",""
912," 3.21107689704428E-03 ","10H00000",""
913," 3.1845182851835E-03 ","10H00000",""
914," 3.18886209164312E-03 ","10H00000",""
915," 3.20765038164086E-03 ","10H00000",""
916," 3.21829889754914E-03 ","10H00000",""
917," 3.22792234255123E-03 ","10H00000",""
918," 3.23050493840531E-03 ","10H00000",""
919," 3.20668428593924E-03 ","10H00000",""
920," 3.19812519392886E-03 ","10H00000",""
921," 3.21542675583573E-03 ","10H00000",""
922," 3.23130138048717E-03 ","10H00000",""
923," 3.23469798821011E-03 ","10H00000",""
924," 3.21986717232461E-03 ","10H00000",""
925," 3.21778499251688E-03 ","10H00000",""
926," 3.21718999998719E-03 ","10H00000",""
927," 3.18759354600865E-03 ","10H00000",""
928," 3.17719327704513E-03 ","10H00000",""
929," 3.19163433084282E-03 ","10H00000",""
930," 3.19701165742444E-03 ","10H00000",""
931," 3.20134403831754E-03 ","10H00000",""
