"Wavelength","Value","Spectra","Subdir"
936," 3.18291550092552E-03 ","10H00003",""
937," 3.22567181859966E-03 ","10H00003",""
938," 3.22730576307509E-03 ","10H00003",""
939," 3.21849683927891E-03 ","10H00003",""
940," 3.20971564948628E-03 ","10H00003",""
941," 3.20341120908917E-03 ","10H00003",""
942," 3.19228164568134E-03 ","10H00003",""
943," 3.17234985603881E-03 ","10H00003",""
944," 3.17283875622308E-03 ","10H00003",""
945," 3.18782152153687E-03 ","10H00003",""
946," 3.19630367849111E-03 ","10H00003",""
947," 3.22272114332334E-03 ","10H00003",""
948," 3.25391525393955E-03 ","10H00003",""
949," 3.22213547064433E-03 ","10H00003",""
950," 3.1823710122122E-03 ","10H00003",""
951," 3.16747781936785E-03 ","10H00003",""
952," 3.16341739422161E-03 ","10H00003",""
953," 3.15608713834496E-03 ","10H00003",""
954," 3.13314485025969E-03 ","10H00003",""
955," 3.17854059018798E-03 ","10H00003",""
956," 3.2569794024044E-03 ","10H00003",""
957," 3.23593639921321E-03 ","10H00003",""
958," 3.19898416153623E-03 ","10H00003",""
959," 3.17759138007633E-03 ","10H00003",""
960," 3.18129129644437E-03 ","10H00003",""
961," 3.1684612389648E-03 ","10H00003",""
962," 3.11633223366724E-03 ","10H00003",""
963," 3.11386236663338E-03 ","10H00003",""
964," 3.13982996589318E-03 ","10H00003",""
965," 3.14257762936554E-03 ","10H00003",""
966," 3.17200451337498E-03 ","10H00003",""
967," 3.20924182040759E-03 ","10H00003",""
968," 3.1573699841138E-03 ","10H00003",""
969," 3.13364400382673E-03 ","10H00003",""
970," 3.18201201799369E-03 ","10H00003",""
971," 3.24555447813874E-03 ","10H00003",""
972," 3.27299232181572E-03 ","10H00003",""
973," 3.22899577137768E-03 ","10H00003",""
974," 3.21486613585153E-03 ","10H00003",""
975," 3.21959644486503E-03 ","10H00003",""
976," 3.19070250984767E-03 ","10H00003",""
977," 3.17182879668563E-03 ","10H00003",""
978," 3.17103461149774E-03 ","10H00003",""
979," 3.17881051466292E-03 ","10H00003",""
980," 3.15537714891485E-03 ","10H00003",""
981," 3.09722472040527E-03 ","10H00003",""
982," 3.11365079989923E-03 ","10H00003",""
983," 3.12554663907175E-03 ","10H00003",""
984," 3.05411521642401E-03 ","10H00003",""
985," 3.04648975758233E-03 ","10H00003",""
986," 3.08643050834983E-03 ","10H00003",""
987," 3.08930337751359E-03 ","10H00003",""
988," 3.11090248113596E-03 ","10H00003",""
989," 3.15082034484919E-03 ","10H00003",""
990," 3.16620294099714E-03 ","10H00003",""
991," 3.12525813311326E-03 ","10H00003",""
992," 3.03367651780918E-03 ","10H00003",""
993," 3.02343177433922E-03 ","10H00003",""
994," 3.05255035112785E-03 ","10H00003",""
995," 3.06653017323082E-03 ","10H00003",""
996," 3.11936981519183E-03 ","10H00003",""
997," 3.15310534851389E-03 ","10H00003",""
998," 3.04226567618182E-03 ","10H00003",""
999," 2.98097925947956E-03 ","10H00003",""
1000," 3.00489189019097E-03 ","10H00003",""
1001," 3.02219229274499E-03 ","10H00003",""
1002," 3.02281458257333E-03 ","10H00003",""
1003," 3.00612555589859E-03 ","10H00003",""
1004," 3.01774921009032E-03 ","10H00003",""
1005," 3.02425750102074E-03 ","10H00003",""
1006," 2.99563987117566E-03 ","10H00003",""
1007," 3.00373024192273E-03 ","10H00003",""
1008," 3.0394701506461E-03 ","10H00003",""
1009," 3.06608863426728E-03 ","10H00003",""
1010," 3.04763964848311E-03 ","10H00003",""
1011," 3.00033988033072E-03 ","10H00003",""
1012," 3.00790701983646E-03 ","10H00003",""
1013," 3.05585872510854E-03 ","10H00003",""
1014," 3.1054138443751E-03 ","10H00003",""
1015," 2.98220908733763E-03 ","10H00003",""
1016," 2.91298614925594E-03 ","10H00003",""
1017," 3.06633890439786E-03 ","10H00003",""
1018," 3.11078572466661E-03 ","10H00003",""
1019," 3.0765421061404E-03 ","10H00003",""
1020," 3.08221259420053E-03 ","10H00003",""
1021," 3.06360111081981E-03 ","10H00003",""
1022," 3.03155059916096E-03 ","10H00003",""
1023," 3.04986775492843E-03 ","10H00003",""
1024," 3.06606252063428E-03 ","10H00003",""
1025," 3.03960296857942E-03 ","10H00003",""
1026," 2.86175283812123E-03 ","10H00003",""
1027," 2.81589152054111E-03 ","10H00003",""
1028," 3.03480336883265E-03 ","10H00003",""
1029," 3.06607566411739E-03 ","10H00003",""
1030," 3.00026387813024E-03 ","10H00003",""
1031," 3.00025572716278E-03 ","10H00003",""
1032," 3.00979776872336E-03 ","10H00003",""
1033," 3.03984915768558E-03 ","10H00003",""
1034," 0.003129495040884 ","10H00003",""
1035," 3.10089207324428E-03 ","10H00003",""
1036," 2.98116978699381E-03 ","10H00003",""
1037," 3.06940196980296E-03 ","10H00003",""
1038," 3.04567213462246E-03 ","10H00003",""
1039," 2.83230669512354E-03 ","10H00003",""
1040," 2.81062754468065E-03 ","10H00003",""
1041," 2.91063724624465E-03 ","10H00003",""
1042," 3.03496300055134E-03 ","10H00003",""
1043," 3.04309697426685E-03 ","10H00003",""
1044," 2.98391006345856E-03 ","10H00003",""
1045," 2.95979527118827E-03 ","10H00003",""
1046," 3.03421087066148E-03 ","10H00003",""
1047," 3.13745356136728E-03 ","10H00003",""
1048," 3.07450144894568E-03 ","10H00003",""
1049," 2.98948146388935E-03 ","10H00003",""
1050," 2.95567411293343E-03 ","10H00003",""
1051," 3.0764969683568E-03 ","10H00003",""
1052," 3.10038073166826E-03 ","10H00003",""
1053," 2.95279730626242E-03 ","10H00003",""
1054," 3.00220086546066E-03 ","10H00003",""
1055," 3.01914534361618E-03 ","10H00003",""
1056," 2.8181968587336E-03 ","10H00003",""
1057," 2.70738106531299E-03 ","10H00003",""
1058," 2.73819199279057E-03 ","10H00003",""
1059," 2.90221561296797E-03 ","10H00003",""
1060," 2.89655479661248E-03 ","10H00003",""
1061," 2.7851842608361E-03 ","10H00003",""
1062," 2.87455638024088E-03 ","10H00003",""
1063," 2.97168122573905E-03 ","10H00003",""
1064," 3.03812309362549E-03 ","10H00003",""
1065," 3.17531932938863E-03 ","10H00003",""
1066," 3.09997774235893E-03 ","10H00003",""
1067," 2.81056088887372E-03 ","10H00003",""
1068," 3.00122144313256E-03 ","10H00003",""
1069," 3.18412688187624E-03 ","10H00003",""
1070," 2.97346804343068E-03 ","10H00003",""
1071," 2.54257536782968E-03 ","10H00003",""
1072," 2.38234504562447E-03 ","10H00003",""
1073," 2.97582599309782E-03 ","10H00003",""
1074," 3.36804848749327E-03 ","10H00003",""
1075," 3.3619948523013E-03 ","10H00003",""
325," 5.90633885989353E-05 ","10H00004",""
326," 5.07124714263553E-05 ","10H00004",""
327," 3.74204826413625E-05 ","10H00004",""
328," 2.75166939945174E-05 ","10H00004",""
329," 1.80434646210551E-05 ","10H00004",""
330," 2.98063275652484E-05 ","10H00004",""
331," 7.55477945908216E-05 ","10H00004",""
332," 7.6102497782301E-05 ","10H00004",""
333," 3.9679928612994E-05 ","10H00004",""
334," 1.62688830086441E-05 ","10H00004",""
335," 6.57703400860026E-06 ","10H00004",""
336," 1.07270123683789E-05 ","10H00004",""
337," 1.20854618605972E-05 ","10H00004",""
338," 2.10059703978761E-05 ","10H00004",""
339," 4.55903547691826E-05 ","10H00004",""
340," 3.88528573182858E-05 ","10H00004",""
341," 1.52099611988983E-05 ","10H00004",""
342," 3.03398777054709E-05 ","10H00004",""
343," 4.48336282801103E-05 ","10H00004",""
344," 4.79675501043442E-05 ","10H00004",""
345," 5.9770884222946E-05 ","10H00004",""
346," 7.1758635058217E-05 ","10H00004",""
347," 7.42792649636308E-05 ","10H00004",""
348," 6.18384029134556E-05 ","10H00004",""
349," 4.40671437322696E-05 ","10H00004",""
350," 4.74355316192445E-05 ","10H00004",""
351," 5.0057657658362E-05 ","10H00004",""
352," 4.35865832370945E-05 ","10H00004",""
353," 3.71088811090707E-05 ","10H00004",""
354," 2.96695834949416E-05 ","10H00004",""
355," 1.94064838448974E-05 ","10H00004",""
356," 2.33060475952338E-05 ","10H00004",""
357," 3.86045695259132E-05 ","10H00004",""
358," 4.52876345499624E-05 ","10H00004",""
359," 5.1479753788904E-05 ","10H00004",""
360," 6.00246979233459E-05 ","10H00004",""
361," 6.11623467957823E-05 ","10H00004",""
362," 6.05347907362572E-05 ","10H00004",""
363," 6.77612940587893E-05 ","10H00004",""
364," 7.68949372918126E-05 ","10H00004",""
365," 8.40615291444756E-05 ","10H00004",""
366," 8.1711699701967E-05 ","10H00004",""
367," 8.00926396806482E-05 ","10H00004",""
368," 8.39073784554095E-05 ","10H00004",""
369," 6.7345293134777E-05 ","10H00004",""
370," 4.68156726461098E-05 ","10H00004",""
371," 5.95549133122163E-05 ","10H00004",""
372," 6.77526031696138E-05 ","10H00004",""
373," 6.49082056975339E-05 ","10H00004",""
374," 7.84752699338514E-05 ","10H00004",""
375," 8.72623908417687E-05 ","10H00004",""
376," 7.50427031005261E-05 ","10H00004",""
377," 7.40372222165697E-05 ","10H00004",""
378," 8.31552099721382E-05 ","10H00004",""
379," 8.70366465682601E-05 ","10H00004",""
380," 8.77171126199711E-05 ","10H00004",""
381," 8.63846552329877E-05 ","10H00004",""
382," 8.77622899748905E-05 ","10H00004",""
383," 9.17774182545115E-05 ","10H00004",""
384," 9.75548462726945E-05 ","10H00004",""
385," 9.58320133707814E-05 ","10H00004",""
386," 9.0837185033056E-05 ","10H00004",""
387," 1.01629526901446E-04 ","10H00004",""
388," 9.69255530031418E-05 ","10H00004",""
389," 7.38926156195943E-05 ","10H00004",""
390," 9.91569119825965E-05 ","10H00004",""
391," 1.35608894978211E-04 ","10H00004",""
392," 1.30994242382206E-04 ","10H00004",""
393," 1.41536685730034E-04 ","10H00004",""
394," 1.66762087674193E-04 ","10H00004",""
395," 1.63867264030369E-04 ","10H00004",""
396," 1.60336735438192E-04 ","10H00004",""
397," 1.70725307701382E-04 ","10H00004",""
398," 1.83041803127535E-04 ","10H00004",""
399," 1.90067831288932E-04 ","10H00004",""
400," 1.81930622956519E-04 ","10H00004",""
401," 1.91293834678473E-04 ","10H00004",""
402," 2.19171957179561E-04 ","10H00004",""
403," 2.32908613648656E-04 ","10H00004",""
404," 2.42483554311594E-04 ","10H00004",""
405," 2.56523259930303E-04 ","10H00004",""
406," 2.80698886593551E-04 ","10H00004",""
407," 3.081033052592E-04 ","10H00004",""
408," 3.21321848909185E-04 ","10H00004",""
409," 3.42176514450771E-04 ","10H00004",""
410," 3.78573745203065E-04 ","10H00004",""
411," 4.30531170624529E-04 ","10H00004",""
412," 4.83204983594883E-04 ","10H00004",""
413," 5.2377984872272E-04 ","10H00004",""
414," 5.85162892786555E-04 ","10H00004",""
415," 6.67269941601624E-04 ","10H00004",""
416," 7.50870422130449E-04 ","10H00004",""
417," 8.43034359646325E-04 ","10H00004",""
418," 9.50797489024664E-04 ","10H00004",""
419," 1.09572583955584E-03 ","10H00004",""
420," 1.26327107376154E-03 ","10H00004",""
421," 1.43091752000822E-03 ","10H00004",""
422," 1.63100545586686E-03 ","10H00004",""
423," 1.86905555372818E-03 ","10H00004",""
424," 2.12888681730616E-03 ","10H00004",""
425," 2.42533502171038E-03 ","10H00004",""
426," 2.76725268390835E-03 ","10H00004",""
427," 3.13964037860791E-03 ","10H00004",""
428," 3.54964448192617E-03 ","10H00004",""
429," 4.01240350994748E-03 ","10H00004",""
430," 4.52599877447319E-03 ","10H00004",""
431," 5.09103582906126E-03 ","10H00004",""
432," 5.70583554990185E-03 ","10H00004",""
433," 6.37932463283419E-03 ","10H00004",""
434," 7.12112064443639E-03 ","10H00004",""
435," 7.92915553404804E-03 ","10H00004",""
436," 8.80478931264247E-03 ","10H00004",""
437," 9.74931769177381E-03 ","10H00004",""
438," 1.07729479544017E-02 ","10H00004",""
439," 1.18713170341917E-02 ","10H00004",""
440," 1.30037637392599E-02 ","10H00004",""
441," 1.41464075140083E-02 ","10H00004",""
442," 1.52758856753771E-02 ","10H00004",""
443," 1.63640570117816E-02 ","10H00004",""
444," 1.73500478935812E-02 ","10H00004",""
445," 1.81231403407585E-02 ","10H00004",""
446," 1.86472952944129E-02 ","10H00004",""
447," 0.018889490703515 ","10H00004",""
448," 1.88468274570391E-02 ","10H00004",""
449," 0.018508480669539 ","10H00004",""
450," 1.78517027716035E-02 ","10H00004",""
451," 1.69580306037285E-02 ","10H00004",""
452," 1.58973286660704E-02 ","10H00004",""
453," 1.47688160584019E-02 ","10H00004",""
454," 1.36274776172159E-02 ","10H00004",""
455," 1.25257032514869E-02 ","10H00004",""
456," 1.14844394616674E-02 ","10H00004",""
457," 1.05372867382626E-02 ","10H00004",""
458," 9.73630572062074E-03 ","10H00004",""
459," 9.05148469507958E-03 ","10H00004",""
460," 8.45865283333895E-03 ","10H00004",""
461," 7.90863473106511E-03 ","10H00004",""
462," 7.41455677406413E-03 ","10H00004",""
463," 7.00410330138081E-03 ","10H00004",""
464," 6.59957392970185E-03 ","10H00004",""
465," 6.18699873283946E-03 ","10H00004",""
466," 5.80646018947636E-03 ","10H00004",""
467," 5.44530800554638E-03 ","10H00004",""
468," 5.09792064354787E-03 ","10H00004",""
469," 4.78630864684266E-03 ","10H00004",""
470," 4.51066299035492E-03 ","10H00004",""
471," 4.26123522868139E-03 ","10H00004",""
472," 4.05901685088592E-03 ","10H00004",""
473," 3.90460906472637E-03 ","10H00004",""
474," 3.76516694012735E-03 ","10H00004",""
475," 3.64992827426957E-03 ","10H00004",""
476," 3.56989932081406E-03 ","10H00004",""
477," 3.50979685540151E-03 ","10H00004",""
478," 3.4658808630018E-03 ","10H00004",""
479," 3.43920197938534E-03 ","10H00004",""
480," 3.42949583252173E-03 ","10H00004",""
481," 3.43551266438311E-03 ","10H00004",""
482," 3.45481357015697E-03 ","10H00004",""
483," 0.003477964356766 ","10H00004",""
484," 3.49180102301547E-03 ","10H00004",""
485," 3.5178334835872E-03 ","10H00004",""
486," 3.55758700115285E-03 ","10H00004",""
487," 3.59091510099091E-03 ","10H00004",""
488," 3.62836128379929E-03 ","10H00004",""
489," 3.67858165182977E-03 ","10H00004",""
490," 3.73881531624305E-03 ","10H00004",""
491," 3.80337100717766E-03 ","10H00004",""
492," 3.86130163768803E-03 ","10H00004",""
493," 3.91767911844378E-03 ","10H00004",""
494," 3.97532721297187E-03 ","10H00004",""
495," 4.04041329109673E-03 ","10H00004",""
496," 4.10445682863119E-03 ","10H00004",""
497," 4.15717211737431E-03 ","10H00004",""
498," 4.21002397008195E-03 ","10H00004",""
499," 4.26516304809838E-03 ","10H00004",""
500," 0.004322135552736 ","10H00004",""
501," 4.36981814143173E-03 ","10H00004",""
502," 4.40355387734537E-03 ","10H00004",""
503," 4.44650845754684E-03 ","10H00004",""
504," 4.49023183228073E-03 ","10H00004",""
505," 4.51389758943502E-03 ","10H00004",""
506," 4.53263157734138E-03 ","10H00004",""
507," 4.55423764855447E-03 ","10H00004",""
508," 4.5898921062375E-03 ","10H00004",""
509," 4.62445892783191E-03 ","10H00004",""
510," 4.64400987669719E-03 ","10H00004",""
511," 4.66986075029758E-03 ","10H00004",""
512," 4.69748217078059E-03 ","10H00004",""
513," 4.70315248980834E-03 ","10H00004",""
514," 4.70935681224425E-03 ","10H00004",""
515," 4.7246720446363E-03 ","10H00004",""
516," 4.73255672155661E-03 ","10H00004",""
517," 4.7378103380009E-03 ","10H00004",""
518," 4.74943442310921E-03 ","10H00004",""
519," 4.76890076722105E-03 ","10H00004",""
520," 4.79026662232538E-03 ","10H00004",""
521," 4.79058026568113E-03 ","10H00004",""
522," 4.79012048099859E-03 ","10H00004",""
523," 4.80387447231922E-03 ","10H00004",""
524," 4.81676473104398E-03 ","10H00004",""
525," 4.82644475629851E-03 ","10H00004",""
526," 4.83237857880903E-03 ","10H00004",""
527," 4.84397895059098E-03 ","10H00004",""
528," 4.86122041275162E-03 ","10H00004",""
529," 4.86250278008072E-03 ","10H00004",""
530," 4.86341983678317E-03 ","10H00004",""
531," 4.88395689843053E-03 ","10H00004",""
532," 4.89573990653736E-03 ","10H00004",""
533," 4.89623317407625E-03 ","10H00004",""
534," 4.89851599904892E-03 ","10H00004",""
535," 4.90771417314043E-03 ","10H00004",""
536," 4.92568197939907E-03 ","10H00004",""
537," 4.93679428725335E-03 ","10H00004",""
538," 4.94392099600813E-03 ","10H00004",""
539," 4.95736407863264E-03 ","10H00004",""
540," 4.96805856989372E-03 ","10H00004",""
541," 4.97333106083901E-03 ","10H00004",""
542," 4.97389747443119E-03 ","10H00004",""
543," 4.97817594886909E-03 ","10H00004",""
544," 4.99364058795388E-03 ","10H00004",""
545," 5.00196908100758E-03 ","10H00004",""
546," 5.00233533782617E-03 ","10H00004",""
547," 5.00508056583252E-03 ","10H00004",""
548," 5.00465560538434E-03 ","10H00004",""
549," 4.99986546025782E-03 ","10H00004",""
550," 5.00102775913017E-03 ","10H00004",""
551," 5.00479919592754E-03 ","10H00004",""
552," 5.0042231212497E-03 ","10H00004",""
553," 4.99892885932301E-03 ","10H00004",""
554," 4.99120525603957E-03 ","10H00004",""
555," 4.99034943634616E-03 ","10H00004",""
556," 4.99406016281866E-03 ","10H00004",""
557," 4.99937233995054E-03 ","10H00004",""
558," 4.99071832383513E-03 ","10H00004",""
559," 4.97449276946846E-03 ","10H00004",""
560," 4.97531112209484E-03 ","10H00004",""
561," 4.97457532149713E-03 ","10H00004",""
562," 4.9639082584414E-03 ","10H00004",""
563," 4.93972597207588E-03 ","10H00004",""
564," 4.91860936395561E-03 ","10H00004",""
565," 4.92286505779657E-03 ","10H00004",""
566," 4.91997338034002E-03 ","10H00004",""
567," 4.90646187996395E-03 ","10H00004",""
568," 4.90405270190212E-03 ","10H00004",""
569," 4.89948772256118E-03 ","10H00004",""
570," 4.88351850986417E-03 ","10H00004",""
571," 4.86376016769681E-03 ","10H00004",""
572," 4.84671173719902E-03 ","10H00004",""
573," 4.84431510473599E-03 ","10H00004",""
574," 4.83723353935063E-03 ","10H00004",""
575," 4.82020609786502E-03 ","10H00004",""
576," 4.80813059471388E-03 ","10H00004",""
577," 4.7963148303098E-03 ","10H00004",""
578," 4.77807292026707E-03 ","10H00004",""
579," 4.75180828884867E-03 ","10H00004",""
580," 4.72424458702147E-03 ","10H00004",""
581," 4.71666770173878E-03 ","10H00004",""
582," 4.71209764603677E-03 ","10H00004",""
583," 0.004701036976246 ","10H00004",""
584," 4.69347611444679E-03 ","10H00004",""
585," 4.68945986816029E-03 ","10H00004",""
586," 4.68771592411247E-03 ","10H00004",""
587," 4.67899610788746E-03 ","10H00004",""
588," 4.66233393625846E-03 ","10H00004",""
589," 4.64927817084317E-03 ","10H00004",""
590," 4.63721316163072E-03 ","10H00004",""
591," 4.6233955739491E-03 ","10H00004",""
592," 4.61150846070617E-03 ","10H00004",""
593," 4.59916666184085E-03 ","10H00004",""
594," 4.5773828178455E-03 ","10H00004",""
595," 4.55881140033755E-03 ","10H00004",""
596," 4.54820906335218E-03 ","10H00004",""
597," 4.53352255263526E-03 ","10H00004",""
598," 4.51530375245225E-03 ","10H00004",""
599," 4.49682501663137E-03 ","10H00004",""
600," 4.46931739153845E-03 ","10H00004",""
601," 4.43671492005203E-03 ","10H00004",""
602," 4.4215955395909E-03 ","10H00004",""
603," 4.41170841197359E-03 ","10H00004",""
604," 4.39571490573127E-03 ","10H00004",""
605," 4.3655520404335E-03 ","10H00004",""
606," 4.32985807626177E-03 ","10H00004",""
607," 4.31332134968453E-03 ","10H00004",""
608," 4.30022299961756E-03 ","10H00004",""
609," 4.28465625709811E-03 ","10H00004",""
610," 4.26693685377475E-03 ","10H00004",""
611," 4.24944828321287E-03 ","10H00004",""
612," 4.23526024703764E-03 ","10H00004",""
613," 4.21485060732952E-03 ","10H00004",""
614," 4.18857449805346E-03 ","10H00004",""
615," 4.16587430654357E-03 ","10H00004",""
616," 4.14422605613886E-03 ","10H00004",""
617," 4.12192136183895E-03 ","10H00004",""
618," 4.09918985026721E-03 ","10H00004",""
619," 4.07668554858562E-03 ","10H00004",""
620," 4.05587759935608E-03 ","10H00004",""
621," 4.03477979462791E-03 ","10H00004",""
622," 4.01111237877783E-03 ","10H00004",""
623," 3.97803640506056E-03 ","10H00004",""
624," 3.94565085164651E-03 ","10H00004",""
625," 3.92463015191347E-03 ","10H00004",""
626," 3.90401013672014E-03 ","10H00004",""
627," 3.87998181799167E-03 ","10H00004",""
628," 3.84901535973138E-03 ","10H00004",""
629," 3.81881465753772E-03 ","10H00004",""
630," 3.79457200190131E-03 ","10H00004",""
631," 3.78184995352436E-03 ","10H00004",""
632," 3.76756499581511E-03 ","10H00004",""
633," 3.72944942752604E-03 ","10H00004",""
634," 3.69269372507998E-03 ","10H00004",""
635," 3.66516512049145E-03 ","10H00004",""
636," 3.64310700218557E-03 ","10H00004",""
637," 3.62517572958864E-03 ","10H00004",""
638," 3.60941640624483E-03 ","10H00004",""
639," 3.58689286378461E-03 ","10H00004",""
640," 3.55953249452471E-03 ","10H00004",""
641," 3.53607523934117E-03 ","10H00004",""
642," 3.51839133118087E-03 ","10H00004",""
643," 3.50506658547078E-03 ","10H00004",""
644," 3.48101421041325E-03 ","10H00004",""
645," 3.45246571481764E-03 ","10H00004",""
646," 3.42951792356387E-03 ","10H00004",""
647," 3.40823626270055E-03 ","10H00004",""
648," 3.38764664170631E-03 ","10H00004",""
649," 3.36696263947976E-03 ","10H00004",""
650," 3.34757127606038E-03 ","10H00004",""
651," 3.33006522156764E-03 ","10H00004",""
652," 3.31100172971179E-03 ","10H00004",""
653," 3.29043846781328E-03 ","10H00004",""
654," 3.26984166134572E-03 ","10H00004",""
655," 3.24771741398852E-03 ","10H00004",""
656," 3.22466159361561E-03 ","10H00004",""
657," 3.20432126639245E-03 ","10H00004",""
658," 3.18866045823726E-03 ","10H00004",""
659," 3.1791160519023E-03 ","10H00004",""
660," 3.16977928725958E-03 ","10H00004",""
661," 3.15692789067935E-03 ","10H00004",""
662," 3.13295306535032E-03 ","10H00004",""
663," 3.11688379171934E-03 ","10H00004",""
664," 3.11560259036199E-03 ","10H00004",""
665," 3.10019906145283E-03 ","10H00004",""
666," 3.0799301557393E-03 ","10H00004",""
667," 3.07505218037981E-03 ","10H00004",""
668," 3.06621992497294E-03 ","10H00004",""
669," 3.05086563804755E-03 ","10H00004",""
670," 3.04287669500525E-03 ","10H00004",""
671," 3.03067778196951E-03 ","10H00004",""
672," 3.00654943398093E-03 ","10H00004",""
673," 2.99872675315645E-03 ","10H00004",""
674," 2.9991756333004E-03 ","10H00004",""
675," 2.97318952962113E-03 ","10H00004",""
676," 2.96247507845083E-03 ","10H00004",""
677," 2.97550543324003E-03 ","10H00004",""
678," 2.96541950366934E-03 ","10H00004",""
679," 2.94757204613623E-03 ","10H00004",""
680," 2.9448747135589E-03 ","10H00004",""
681," 2.93990863832868E-03 ","10H00004",""
682," 2.93025612008044E-03 ","10H00004",""
683," 2.91978607865163E-03 ","10H00004",""
684," 2.91550369694113E-03 ","10H00004",""
685," 0.002919295088246 ","10H00004",""
686," 2.90894117871739E-03 ","10H00004",""
687," 2.89195732197996E-03 ","10H00004",""
688," 2.88700066295194E-03 ","10H00004",""
689," 2.8827211837867E-03 ","10H00004",""
690," 2.87661031633051E-03 ","10H00004",""
691," 2.87260624443237E-03 ","10H00004",""
692," 2.87024111994535E-03 ","10H00004",""
693," 2.8687675013257E-03 ","10H00004",""
694," 2.86512760238865E-03 ","10H00004",""
695," 2.8603695242145E-03 ","10H00004",""
696," 2.85926488397163E-03 ","10H00004",""
697," 2.85731221489798E-03 ","10H00004",""
698," 2.85294232442419E-03 ","10H00004",""
699," 2.84761024605797E-03 ","10H00004",""
700," 2.84502307901379E-03 ","10H00004",""
701," 2.84954634949368E-03 ","10H00004",""
702," 2.85226069152326E-03 ","10H00004",""
703," 2.85047567480785E-03 ","10H00004",""
704," 2.84299029885285E-03 ","10H00004",""
705," 2.84219520088257E-03 ","10H00004",""
706," 2.85292705109995E-03 ","10H00004",""
707," 2.84319464180252E-03 ","10H00004",""
708," 2.82215452319947E-03 ","10H00004",""
709," 2.8143145147453E-03 ","10H00004",""
710," 2.82012559996842E-03 ","10H00004",""
711," 2.83497180920143E-03 ","10H00004",""
712," 2.83453168037185E-03 ","10H00004",""
713," 2.82955978207214E-03 ","10H00004",""
714," 2.83118778357023E-03 ","10H00004",""
715," 2.83607481578294E-03 ","10H00004",""
716," 2.84091948261611E-03 ","10H00004",""
717," 2.83795483898821E-03 ","10H00004",""
718," 2.83673711759512E-03 ","10H00004",""
719," 2.84053338581745E-03 ","10H00004",""
720," 2.84153176055855E-03 ","10H00004",""
721," 2.84255995130643E-03 ","10H00004",""
722," 2.84815706731509E-03 ","10H00004",""
723," 2.85144205213549E-03 ","10H00004",""
724," 0.002853392532174 ","10H00004",""
725," 2.8637715123242E-03 ","10H00004",""
726," 2.87268377984672E-03 ","10H00004",""
727," 2.87387101233338E-03 ","10H00004",""
728," 2.87096394721182E-03 ","10H00004",""
729," 2.86766625065019E-03 ","10H00004",""
730," 2.86962799055267E-03 ","10H00004",""
731," 2.87101262806327E-03 ","10H00004",""
732," 2.87081040073078E-03 ","10H00004",""
733," 2.87323688954496E-03 ","10H00004",""
734," 2.87371270533653E-03 ","10H00004",""
735," 2.86910117571273E-03 ","10H00004",""
736," 2.87440778800579E-03 ","10H00004",""
737," 2.88608752976282E-03 ","10H00004",""
738," 2.88795075182272E-03 ","10H00004",""
739," 2.89253896194211E-03 ","10H00004",""
740," 2.90197208771996E-03 ","10H00004",""
741," 2.90158582882497E-03 ","10H00004",""
742," 2.89780526437733E-03 ","10H00004",""
743," 2.89946797072241E-03 ","10H00004",""
744," 2.90080738351375E-03 ","10H00004",""
745," 2.90239797671038E-03 ","10H00004",""
746," 2.91028580571885E-03 ","10H00004",""
747," 2.91467303217001E-03 ","10H00004",""
748," 2.9129399647457E-03 ","10H00004",""
749," 2.92880045264473E-03 ","10H00004",""
750," 2.94685107622188E-03 ","10H00004",""
751," 2.93935285202292E-03 ","10H00004",""
752," 2.9303182264638E-03 ","10H00004",""
753," 2.92821712382084E-03 ","10H00004",""
754," 2.93588887993834E-03 ","10H00004",""
755," 2.94932381806911E-03 ","10H00004",""
756," 2.96390362985326E-03 ","10H00004",""
757," 2.96789358050794E-03 ","10H00004",""
758," 2.96482733698366E-03 ","10H00004",""
759," 2.9649658735674E-03 ","10H00004",""
760," 2.97331359654984E-03 ","10H00004",""
761," 2.98765476027884E-03 ","10H00004",""
762," 2.98811965258203E-03 ","10H00004",""
763," 2.98290900103785E-03 ","10H00004",""
764," 2.98097183848797E-03 ","10H00004",""
765," 2.98167942651001E-03 ","10H00004",""
766," 2.98444879226115E-03 ","10H00004",""
767," 2.98704336791581E-03 ","10H00004",""
768," 2.99155030246299E-03 ","10H00004",""
769," 2.99830590806543E-03 ","10H00004",""
770," 3.00503828225765E-03 ","10H00004",""
771," 3.01028188751124E-03 ","10H00004",""
772," 3.01278975171607E-03 ","10H00004",""
773," 3.01785400760987E-03 ","10H00004",""
774," 3.02506494954258E-03 ","10H00004",""
775," 3.0302423796713E-03 ","10H00004",""
776," 3.02962203727025E-03 ","10H00004",""
777," 3.02293073566792E-03 ","10H00004",""
778," 3.02308871465299E-03 ","10H00004",""
779," 3.02830168921704E-03 ","10H00004",""
780," 3.03346526887395E-03 ","10H00004",""
781," 3.04203118195104E-03 ","10H00004",""
782," 3.0512725553896E-03 ","10H00004",""
783," 3.04972229923474E-03 ","10H00004",""
784," 3.04633486620937E-03 ","10H00004",""
785," 3.04795457702735E-03 ","10H00004",""
786," 3.05891080273158E-03 ","10H00004",""
787," 3.06919328123654E-03 ","10H00004",""
788," 3.05960439471083E-03 ","10H00004",""
789," 3.05516491441932E-03 ","10H00004",""
