Wavelength	9H00009.asd
325	 3.62220464070996E-05 
326	 6.08500534124499E-05 
327	 5.39929110115472E-05 
328	 1.92613650513901E-05 
329	-6.43587741790735E-06 
330	-7.51993061292983E-06 
331	 2.58201714679254E-05 
332	 4.23283272548845E-05 
333	 3.21200213488391E-05 
334	-1.040821230235E-05 
335	-2.10480666564743E-05 
336	 9.56073795158925E-06 
337	-5.37662805455248E-06 
338	-8.48207645707521E-06 
339	 5.13994804727041E-05 
340	 5.37215552606874E-05 
341	 5.02834982800497E-06 
342	-3.44011371690662E-05 
343	-1.97376711932172E-05 
344	 4.77716659635478E-05 
345	 5.95058073091038E-05 
346	 5.30895718585731E-05 
347	 7.31736879894833E-05 
348	 7.18475060894976E-05 
349	 5.26598030766556E-05 
350	 4.4368781559192E-05 
351	 4.59302230200196E-05 
352	 5.41565141765777E-05 
353	 5.08072600371618E-05 
354	 3.99617038708101E-05 
355	 2.87038487803672E-05 
356	 3.08266651749016E-05 
357	 4.31245295839785E-05 
358	 4.58889868213263E-05 
359	 4.6935802203411E-05 
360	 4.86675477365204E-05 
361	 3.77637753404899E-05 
362	 3.02347634937837E-05 
363	 5.14457704599627E-05 
364	 5.93389805938471E-05 
365	 4.89435079775967E-05 
366	 4.30107585523913E-05 
367	 5.67606123698476E-05 
368	 9.3244922130909E-05 
369	 8.6055689470253E-05 
370	 5.2590704201459E-05 
371	 4.30640532266831E-05 
372	 3.79801446178871E-05 
373	 3.76697994751329E-05 
374	 6.57075664836933E-05 
375	 8.28037545801512E-05 
376	 5.95605422932972E-05 
377	 5.9168748163683E-05 
378	 7.71845370451999E-05 
379	 7.69201414580922E-05 
380	 8.04264105618324E-05 
381	 8.98181634504498E-05 
382	 7.9332651485538E-05 
383	 6.96924530414628E-05 
384	 8.20002629880927E-05 
385	 8.42892631440353E-05 
386	 8.04851694405072E-05 
387	 9.98418633138131E-05 
388	 1.15868999648994E-04 
389	 1.16061104001039E-04 
390	 9.71317613880464E-05 
391	 8.53126526543228E-05 
392	 1.12022936771028E-04 
393	 1.31225376046623E-04 
394	 1.3788340168028E-04 
395	 1.55165290932938E-04 
396	 1.67963104941426E-04 
397	 1.69272730100355E-04 
398	 1.72650996782136E-04 
399	 1.78537948761327E-04 
400	 1.85250622775704E-04 
401	 1.82480203752582E-04 
402	 1.7582174536849E-04 
403	 1.95687243707441E-04 
404	 2.22044659623847E-04 
405	 2.40624020390594E-04 
406	 2.7068573211051E-04 
407	 3.01318231373438E-04 
408	 3.02384543202157E-04 
409	 3.18590904532234E-04 
410	 3.5996451016102E-04 
411	 3.97544686779828E-04 
412	 4.32459615956958E-04 
413	 4.69043129863951E-04 
414	 5.42601907386894E-04 
415	 6.38963923095135E-04 
416	 7.01263807235348E-04 
417	 7.71948940698507E-04 
418	 8.72785311014332E-04 
419	 1.0118580087534E-03 
420	 1.17110016177188E-03 
421	 1.32530899937026E-03 
