Wavelength	12H00009.asd
325	 2.98005771069395E-05 
326	 2.97930945050289E-05 
327	 2.8522358227686E-05 
328	 3.20186676150681E-05 
329	 7.7721026056363E-06 
330	-6.28556841286345E-06 
331	 2.10306419007307E-05 
332	 2.52181778813492E-05 
333	 4.78739358022275E-06 
334	-2.05495628822967E-05 
335	-2.36172860997537E-05 
336	-1.61438794396863E-06 
337	-2.9293551457369E-06 
338	 6.76224991429244E-06 
339	 5.71300745835085E-05 
340	 5.96953009753965E-05 
341	 2.19677372384061E-05 
342	-1.43380381612614E-06 
343	-5.51745268867244E-06 
344	 1.09122386345838E-05 
345	 3.19690211925957E-05 
346	 4.80144561315914E-05 
347	 5.13827571168442E-05 
348	 3.93731893778848E-05 
349	 2.22815078514075E-05 
350	 2.30077888946036E-05 
351	 3.99485855111529E-05 
352	 6.52392729742318E-05 
353	 6.16115943823268E-05 
354	 3.9417527804064E-05 
355	 1.54222555307139E-05 
356	 2.21927405191365E-05 
357	 5.1913860702181E-05 
358	 5.82235419328254E-05 
359	 5.30331606236947E-05 
360	 4.36955389478213E-05 
361	 3.95201056225932E-05 
362	 3.94562648010033E-05 
363	 3.95991180665673E-05 
364	 4.53606235769934E-05 
365	 5.3890809714226E-05 
366	 4.86555877804806E-05 
367	 5.43261272378011E-05 
368	 8.11243062511426E-05 
369	 6.39349130390911E-05 
370	 2.80958091924682E-05 
371	 3.78481086889679E-05 
372	 4.71591916674168E-05 
373	 4.71289327059276E-05 
374	 6.24930568666811E-05 
375	 7.32538666526391E-05 
376	 6.44283053276241E-05 
377	 7.09460183234186E-05 
378	 8.59567582078872E-05 
379	 7.82293105599401E-05 
380	 8.19700540374055E-05 
381	 1.0037037217251E-04 
382	 8.70873963974888E-05 
383	 7.01864841189994E-05 
384	 7.98347459116793E-05 
385	 9.07140489734031E-05 
386	 9.65255024834305E-05 
387	 9.51196058264662E-05 
388	 9.04601167013638E-05 
389	 8.68417520133398E-05 
390	 9.7202382024164E-05 
391	 1.07190102598732E-04 
392	 9.81773479618092E-05 
393	 1.19165537731494E-04 
394	 1.60308160286485E-04 
395	 1.54945560700961E-04 
396	 1.4802132588921E-04 
397	 1.62326744883923E-04 
398	 1.69045123842208E-04 
399	 1.70528167970227E-04 
400	 1.75206151934856E-04 
401	 1.85518290175362E-04 
402	 2.0212980191845E-04 
403	 2.24619854037005E-04 
404	 2.43531972383859E-04 
405	 2.53702710566569E-04 
406	 2.75415929650788E-04 
407	 3.06234002917116E-04 
408	 3.36005057396602E-04 
409	 3.54518388347303E-04 
410	 3.6853259108805E-04 
411	 4.25350594696069E-04 
412	 4.94187863816541E-04 
413	 5.43928319600038E-04 
414	 6.11938882604091E-04 
415	 6.97192525611049E-04 
416	 7.75422075967632E-04 
417	 8.68399859595133E-04 
418	 9.89401923765135E-04 
419	 1.15264637808109E-03 
420	 1.33864956878768E-03 
421	 1.51958137001318E-03 
422	 1.73770892329917E-03 
423	 1.99866896437189E-03 
424	 2.27860120271944E-03 
425	 2.59134749354187E-03 
426	 2.94770673125952E-03 
427	 3.35339378999547E-03 
428	 3.80957452691792E-03 
429	 4.31575689003853E-03 
430	 4.86620172865848E-03 
431	 5.46464539128734E-03 
432	 6.1300099271222E-03 
433	 6.86560829730047E-03 
434	 7.6742015788935E-03 
435	 8.54087665472429E-03 
436	 9.47526216975099E-03 
437	 0.010509694030386 
438	 1.16168873872183E-02 
439	 1.27816142034012E-02 
440	 0.01400424755688 
441	 1.52436955111393E-02 
442	 0.01644936850866 
443	 1.76139442866724E-02 
444	 1.86734871551978E-02 
445	 1.94934155840318E-02 
446	 2.00474450886283E-02 
447	 2.03066740009394E-02 
448	 2.02501320041676E-02 
449	 1.98692381538925E-02 
450	 1.91500582523324E-02 
451	 1.81789386754958E-02 
452	 0.017030509701549 
453	 1.58080963654751E-02 
454	 1.45750268357072E-02 
455	 1.33918026587372E-02 
456	 1.22800718036973E-02 
457	 1.12697238783262E-02 
458	 1.04011062676194E-02 
459	 9.65577001893549E-03 
460	 9.01666967768989E-03 
461	 8.44515167502988E-03 
462	 7.93050024986066E-03 
463	 7.46675266572851E-03 
464	 7.02220147755625E-03 
465	 6.58705115372392E-03 
466	 6.16667397717343E-03 
467	 5.77844008195328E-03 
468	 5.43272906350579E-03 
469	 5.09370294984982E-03 
470	 4.77656546111106E-03 
471	 4.52141859486791E-03 
472	 4.31121779192169E-03 
473	 4.13806375601345E-03 
474	 3.99024822190266E-03 
475	 3.87474912040132E-03 
476	 3.79850246617303E-03 
477	 3.73532207694456E-03 
478	 3.68225920508265E-03 
479	 3.64969050508351E-03 
480	 3.63907194867777E-03 
481	 3.64846321726531E-03 
482	 3.66148150309593E-03 
483	 3.67724345973833E-03 
484	 3.69790244160434E-03 
485	 3.73008618506658E-03 
486	 3.77246160413908E-03 
487	 3.81190445433097E-03 
488	 3.85259494234868E-03 
489	 3.89973540725271E-03 
490	 3.97158502016114E-03 
491	 4.05476259670884E-03 
492	 4.11187768186079E-03 
493	 4.16754416186318E-03 
494	 4.22919255373903E-03 
495	 4.28576071289518E-03 
496	 4.34826877471697E-03 
497	 4.42960264478752E-03 
498	 4.49676846274012E-03 
499	 4.54516980975938E-03 
500	 4.58709160505844E-03 
501	 4.63169377685385E-03 
502	 4.68368642552695E-03 
503	 4.73147733130068E-03 
504	 4.7731034403253E-03 
505	 4.80865035219473E-03 
506	 0.004836805700927 
507	 4.86009493237275E-03 
