Wavelength	9H00004.asd
325	 1.65799050183747E-07 
326	 1.08133740013659E-05 
327	 1.60039614104434E-05 
328	 1.12498021350239E-05 
329	 1.05437901402585E-05 
330	 1.55212876236452E-05 
331	 2.50082086116663E-05 
332	 8.68205905655943E-06 
333	-1.99784074283352E-05 
334	-1.73097042388791E-05 
335	-1.20605919248533E-05 
336	-1.3742344707844E-05 
337	-2.22408668801868E-05 
338	-1.76552350458707E-05 
339	 1.54933983800603E-05 
340	 2.73323322432165E-05 
341	 1.52298216389216E-05 
342	-6.00227645688501E-06 
343	-1.01688798343818E-05 
344	 8.96061654384869E-06 
345	 2.37562955087248E-05 
346	 3.27657068031066E-05 
347	 3.69963169481296E-05 
348	 3.3200402808644E-05 
349	 2.53901177789689E-05 
350	 2.11854882814476E-05 
351	 3.29969737029954E-05 
352	 5.86720486236907E-05 
353	 5.60220217120529E-05 
354	 3.83222735709268E-05 
355	 2.59429579576929E-05 
356	 1.89244642888017E-05 
357	 1.94724634600281E-05 
358	 3.1016110105303E-05 
359	 4.85835085392693E-05 
360	 6.38957739109785E-05 
361	 3.92356295909849E-05 
362	 1.3185608083505E-05 
363	 4.81204936137972E-05 
364	 6.11242870096237E-05 
365	 4.17583551224274E-05 
366	 3.69388997013155E-05 
367	 4.02166967244788E-05 
368	 4.60172248553175E-05 
369	 4.18911649810677E-05 
370	 3.76714995971723E-05 
371	 5.68115227638575E-05 
372	 5.38106750366411E-05 
373	 2.9578302628308E-05 
374	 5.3986332221176E-05 
375	 7.66310267211577E-05 
376	 5.66744642101034E-05 
377	 4.93967881930442E-05 
378	 5.80086346885365E-05 
379	 6.76879347882111E-05 
380	 7.60398266253488E-05 
381	 8.01114388758666E-05 
382	 7.62999845393428E-05 
383	 7.05717776152734E-05 
384	 6.95104246749983E-05 
385	 7.69701281398306E-05 
386	 9.03416782775901E-05 
387	 1.0340831606698E-04 
388	 1.01896825566987E-04 
389	 8.55202334291529E-05 
390	 9.30478807788313E-05 
391	 1.08563019300338E-04 
392	 1.08193522825464E-04 
393	 1.1988162425054E-04 
394	 1.42240350397678E-04 
395	 1.53072934395604E-04 
396	 1.55363677979631E-04 
397	 1.52029959918828E-04 
398	 1.53068613831311E-04 
399	 1.56330011142178E-04 
400	 1.56009191466635E-04 
401	 1.54778892145946E-04 
402	 1.59494620819342E-04 
403	 1.9182276628674E-04 
404	 2.2702272710929E-04 
405	 2.46876038226614E-04 
406	 2.63666234985484E-04 
407	 2.8189363684369E-04 
408	 3.06995164267862E-04 
409	 3.30275081208444E-04 
410	 3.53522910185977E-04 
411	 3.97814142110651E-04 
412	 4.46573215322484E-04 
413	 4.84080629873463E-04 
414	 5.46005508440298E-04 
415	 6.2639683572092E-04 
416	 6.8943418023135E-04 
417	 7.62795398558662E-04 
418	 8.61510448742583E-04 
419	 9.93068273500573E-04 
420	 1.14902219147725E-03 
421	 1.31661475683783E-03 
422	 1.50604743924638E-03 
423	 1.72092035706576E-03 
424	 1.96063306035648E-03 
425	 2.22905561680784E-03 
426	 2.53029025881224E-03 
427	 2.87070266963776E-03 
428	 3.2542774569935E-03 
429	 3.68555619614516E-03 
430	 4.15674610033043E-03 
431	 4.66758063042499E-03 
432	 5.2244997311609E-03 
433	 5.83752882805924E-03 
434	 6.51658245534912E-03 
435	 7.25544397155747E-03 
436	 8.05512001590158E-03 
437	 8.92066714581234E-03 
438	 9.84842808640334E-03 
439	 1.08331784675257E-02 
440	 1.18655607040189E-02 
441	 1.29173127312884E-02 
442	 0.013954988340237 
443	 1.49486834314947E-02 
444	 1.58455986203677E-02 
445	 1.65579701814479E-02 
446	 1.70521126745809E-02 
447	 1.72956033534297E-02 
448	 1.72706631677787E-02 
449	 1.69714099054521E-02 
450	 1.63907750561937E-02 
451	 1.55826905732968E-02 
452	 1.46089105946124E-02 
453	 1.35845554351562E-02 
454	 1.25467105812121E-02 
455	 1.15306365918606E-02 
456	 1.05805946064135E-02 
457	 9.72380584985622E-03 
458	 8.98530259480548E-03 
459	 8.34369682240267E-03 
460	 7.7843858220398E-03 
461	 7.29336837105711E-03 
462	 6.85778733947994E-03 
463	 6.46456473193012E-03 
464	 6.0824906560109E-03 
465	 5.70601760495398E-03 
466	 5.3565640435747E-03 
467	 5.02888070233997E-03 
468	 4.72006559573906E-03 
469	 4.4292341139412E-03 
470	 4.16509911788419E-03 
471	 3.94390731534161E-03 
472	 3.75745262394203E-03 
473	 3.60245900847738E-03 
474	 3.47717374517061E-03 
475	 3.37778313938184E-03 
476	 3.30053850271572E-03 
477	 3.24398070099112E-03 
478	 3.20754123455756E-03 
479	 3.19483951406349E-03 
480	 3.18841122166077E-03 
481	 3.18136516320353E-03 
482	 3.19767954995981E-03 
483	 3.22429232457284E-03 
484	 3.23775299967947E-03 
485	 3.26211250073907E-03 
486	 3.29815322946565E-03 
487	 3.32039770720476E-03 
488	 3.35182203557657E-03 
489	 3.40929838355579E-03 
490	 3.46696234402417E-03 
491	 3.5211964758218E-03 
492	 3.57596780695841E-03 
493	 3.62751717829975E-03 
494	 3.67666215474608E-03 
495	 3.73539504038702E-03 
496	 3.79272949102671E-03 
497	 3.83513168967886E-03 
498	 3.8901018605656E-03 
499	 3.95519526262184E-03 
500	 4.00446969229887E-03 
501	 4.03876483770807E-03 
502	 4.06197355496197E-03 
503	 4.10483710244008E-03 
504	 4.15370590869146E-03 
505	 4.17586960435985E-03 
506	 4.20033871273565E-03 
507	 4.23246224328768E-03 
508	 4.25374094084716E-03 
509	 4.27500986550602E-03 
510	 4.30569847323747E-03 
511	 4.32120770688609E-03 
512	 4.3258529813183E-03 
513	 4.34495119837089E-03 
514	 4.35856235481237E-03 
515	 4.36105562961339E-03 
516	 4.37609937385491E-03 
517	 4.39596353059448E-03 
518	 4.40637194083358E-03 
519	 4.41826491182245E-03 
520	 4.43255420678837E-03 
